cnt	t1	t2	hum	wind_speed	weather_code	is_weekend	season	is_holiday	timestamp
1586.0	13.5	13.5	85.0	24.0	7.0	1.0	0.0	0.0	2015-05-23 12:00:00
924.0	13.5	13.5	75.5	21.0	7.0	1.0	0.0	0.0	2015-05-23 13:00:00
1532.0	15.0	15.0	53.5	20.0	4.0	1.0	0.0	0.0	2015-05-23 14:00:00
1823.0	15.0	15.0	48.0	19.5	4.0	1.0	0.0	0.0	2015-05-23 15:00:00
2031.0	15.0	15.0	49.5	18.0	4.0	1.0	0.0	0.0	2015-05-23 16:00:00
1930.0	15.0	15.0	55.0	18.0	3.0	1.0	0.0	0.0	2015-05-23 17:00:00
1911.0	14.5	14.5	59.0	16.0	3.0	1.0	0.0	0.0	2015-05-23 18:00:00
1616.0	14.0	14.0	61.0	16.0	1.0	1.0	0.0	0.0	2015-05-23 19:00:00
1210.0	13.0	13.0	63.0	16.0	1.0	1.0	0.0	0.0	2015-05-23 20:00:00
767.0	12.0	12.0	67.0	14.0	2.0	1.0	0.0	0.0	2015-05-23 21:00:00
607.0	12.0	12.0	69.5	11.0	3.0	1.0	0.0	0.0	2015-05-23 22:00:00
593.0	12.0	12.0	69.5	9.0	3.0	1.0	0.0	0.0	2015-05-23 23:00:00
578.0	12.0	12.0	67.0	7.0	3.0	1.0	0.0	0.0	2015-05-24 00:00:00
428.0	12.0	12.0	67.0	7.5	2.0	1.0	0.0	0.0	2015-05-24 01:00:00
343.0	12.0	12.0	65.0	6.5	2.0	1.0	0.0	0.0	2015-05-24 02:00:00
250.0	12.0	12.0	63.0	6.5	3.0	1.0	0.0	0.0	2015-05-24 03:00:00
186.0	12.0	12.0	63.0	6.5	4.0	1.0	0.0	0.0	2015-05-24 04:00:00
135.0	12.5	12.5	65.0	8.0	4.0	1.0	0.0	0.0	2015-05-24 05:00:00
127.0	13.0	13.0	63.0	8.0	3.0	1.0	0.0	0.0	2015-05-24 06:00:00
217.0	13.5	13.5	65.0	12.0	2.0	1.0	0.0	0.0	2015-05-24 07:00:00
392.0	14.5	14.5	61.0	12.0	1.0	1.0	0.0	0.0	2015-05-24 08:00:00
962.0	16.5	16.5	57.5	17.0	1.0	1.0	0.0	0.0	2015-05-24 09:00:00
1637.0	18.0	18.0	52.0	18.0	1.0	1.0	0.0	0.0	2015-05-24 10:00:00
2176.0	19.0	19.0	49.0	16.0	1.0	1.0	0.0	0.0	2015-05-24 11:00:00
2488.0	19.5	19.5	47.5	13.0	1.0	1.0	0.0	0.0	2015-05-24 12:00:00
2773.0	20.0	20.0	47.5	14.0	2.0	1.0	0.0	0.0	2015-05-24 13:00:00
2899.0	20.0	20.0	51.0	17.0	3.0	1.0	0.0	0.0	2015-05-24 14:00:00
2205.0	18.5	18.5	62.0	19.0	7.0	1.0	0.0	0.0	2015-05-24 15:00:00
1964.0	17.0	17.0	80.5	14.0	7.0	1.0	0.0	0.0	2015-05-24 16:00:00
2119.0	17.0	17.0	80.0	11.0	3.0	1.0	0.0	0.0	2015-05-24 17:00:00
2083.0	17.5	17.5	72.5	9.0	3.0	1.0	0.0	0.0	2015-05-24 18:00:00
2036.0	18.0	18.0	68.0	12.0	3.0	1.0	0.0	0.0	2015-05-24 19:00:00
1510.0	18.0	18.0	70.5	6.5	2.0	1.0	0.0	0.0	2015-05-24 20:00:00
942.0	16.5	16.5	75.0	11.0	2.0	1.0	0.0	0.0	2015-05-24 21:00:00
823.0	15.5	15.5	77.0	10.0	3.0	1.0	0.0	0.0	2015-05-24 22:00:00
745.0	14.5	14.5	74.5	14.0	3.0	1.0	0.0	0.0	2015-05-24 23:00:00
588.0	13.5	13.5	69.5	14.0	4.0	0.0	0.0	1.0	2015-05-25 00:00:00
351.0	12.5	12.5	67.0	18.0	4.0	0.0	0.0	1.0	2015-05-25 01:00:00
221.0	12.0	12.0	63.0	11.0	4.0	0.0	0.0	1.0	2015-05-25 02:00:00
184.0	11.5	11.5	62.5	11.0	2.0	0.0	0.0	1.0	2015-05-25 03:00:00
127.0	11.0	11.0	64.5	11.0	1.0	0.0	0.0	1.0	2015-05-25 04:00:00
129.0	11.0	11.0	64.5	10.0	1.0	0.0	0.0	1.0	2015-05-25 05:00:00
151.0	12.0	12.0	60.5	12.0	1.0	0.0	0.0	1.0	2015-05-25 06:00:00
252.0	12.0	12.0	65.0	15.0	2.0	0.0	0.0	1.0	2015-05-25 07:00:00
539.0	13.0	13.0	63.0	19.0	2.0	0.0	0.0	1.0	2015-05-25 08:00:00
1029.0	13.0	13.0	63.0	18.0	2.0	0.0	0.0	1.0	2015-05-25 09:00:00
1408.0	13.0	13.0	63.0	18.0	2.0	0.0	0.0	1.0	2015-05-25 10:00:00
1956.0	14.5	14.5	57.0	16.0	2.0	0.0	0.0	1.0	2015-05-25 11:00:00
2489.0	15.0	15.0	55.0	15.0	2.0	0.0	0.0	1.0	2015-05-25 12:00:00
2733.0	15.0	15.0	55.0	15.0	2.0	0.0	0.0	1.0	2015-05-25 13:00:00
2738.0	15.5	15.5	53.5	15.0	3.0	0.0	0.0	1.0	2015-05-25 14:00:00
2799.0	15.0	15.0	57.0	14.0	3.0	0.0	0.0	1.0	2015-05-25 15:00:00
2582.0	15.5	15.5	55.0	8.0	3.0	0.0	0.0	1.0	2015-05-25 16:00:00
2554.0	16.0	16.0	55.0	11.0	3.0	0.0	0.0	1.0	2015-05-25 17:00:00
2191.0	16.0	16.0	55.0	13.0	2.0	0.0	0.0	1.0	2015-05-25 18:00:00
1597.0	15.0	15.0	59.0	14.0	3.0	0.0	0.0	1.0	2015-05-25 19:00:00
1100.0	15.0	15.0	59.0	15.0	2.0	0.0	0.0	1.0	2015-05-25 20:00:00
720.0	15.0	15.0	61.0	18.0	4.0	0.0	0.0	1.0	2015-05-25 21:00:00
600.0	14.0	14.0	67.0	8.5	4.0	0.0	0.0	1.0	2015-05-25 22:00:00
464.0	14.0	14.0	67.0	7.0	2.0	0.0	0.0	1.0	2015-05-25 23:00:00
252.0	14.0	14.0	67.0	10.0	1.0	0.0	0.0	0.0	2015-05-26 00:00:00
140.0	13.0	13.0	69.5	12.0	3.0	0.0	0.0	0.0	2015-05-26 01:00:00
76.0	12.5	12.5	69.5	13.0	1.0	0.0	0.0	0.0	2015-05-26 02:00:00
63.0	12.0	12.0	72.0	10.0	1.0	0.0	0.0	0.0	2015-05-26 03:00:00
64.0	11.0	11.0	79.5	12.0	1.0	0.0	0.0	0.0	2015-05-26 04:00:00
120.0	11.0	11.0	77.0	14.0	1.0	0.0	0.0	0.0	2015-05-26 05:00:00
625.0	12.0	12.0	72.0	15.0	1.0	0.0	0.0	0.0	2015-05-26 06:00:00
1941.0	12.0	12.0	72.0	15.0	1.0	0.0	0.0	0.0	2015-05-26 07:00:00
3972.0	13.0	13.0	67.0	18.0	2.0	0.0	0.0	0.0	2015-05-26 08:00:00
1958.0	14.0	14.0	63.0	18.0	2.0	0.0	0.0	0.0	2015-05-26 09:00:00
1207.0	15.0	15.0	55.0	17.0	2.0	0.0	0.0	0.0	2015-05-26 10:00:00
1210.0	16.0	16.0	52.0	13.0	2.0	0.0	0.0	0.0	2015-05-26 11:00:00
1566.0	17.0	17.0	49.0	14.0	2.0	0.0	0.0	0.0	2015-05-26 12:00:00
1575.0	17.0	17.0	49.0	12.0	2.0	0.0	0.0	0.0	2015-05-26 13:00:00
1622.0	18.0	18.0	49.0	18.5	3.0	0.0	0.0	0.0	2015-05-26 14:00:00
1804.0	18.0	18.0	47.5	15.0	3.0	0.0	0.0	0.0	2015-05-26 15:00:00
2206.0	18.0	18.0	47.5	15.0	2.0	0.0	0.0	0.0	2015-05-26 16:00:00
4018.0	18.5	18.5	47.5	16.0	1.0	0.0	0.0	0.0	2015-05-26 17:00:00
3960.0	18.0	18.0	47.5	18.0	1.0	0.0	0.0	0.0	2015-05-26 18:00:00
2521.0	17.5	17.5	52.5	16.0	1.0	0.0	0.0	0.0	2015-05-26 19:00:00
1637.0	16.5	16.5	55.5	18.0	1.0	0.0	0.0	0.0	2015-05-26 20:00:00
1127.0	15.5	15.5	57.0	17.0	1.0	0.0	0.0	0.0	2015-05-26 21:00:00
708.0	14.5	14.5	61.0	13.0	1.0	0.0	0.0	0.0	2015-05-26 22:00:00
437.0	14.0	14.0	63.0	11.0	1.0	0.0	0.0	0.0	2015-05-26 23:00:00
222.0	12.5	12.5	67.0	15.0	1.0	0.0	0.0	0.0	2015-05-27 00:00:00
120.0	11.5	11.5	67.0	13.0	1.0	0.0	0.0	0.0	2015-05-27 01:00:00
99.0	11.0	11.0	67.0	14.0	1.0	0.0	0.0	0.0	2015-05-27 02:00:00
72.0	10.5	9.5	69.0	14.0	1.0	0.0	0.0	0.0	2015-05-27 03:00:00
57.0	10.0	9.0	71.0	9.0	1.0	0.0	0.0	0.0	2015-05-27 04:00:00
118.0	10.0	8.0	71.0	13.0	1.0	0.0	0.0	0.0	2015-05-27 05:00:00
735.0	10.0	8.0	71.0	16.0	1.0	0.0	0.0	0.0	2015-05-27 06:00:00
2279.0	11.0	11.0	67.0	16.0	1.0	0.0	0.0	0.0	2015-05-27 07:00:00
4348.0	11.5	11.5	65.0	12.0	2.0	0.0	0.0	0.0	2015-05-27 08:00:00
2330.0	13.5	13.5	57.0	7.0	2.0	0.0	0.0	0.0	2015-05-27 09:00:00
1202.0	14.5	14.5	51.0	8.0	2.0	0.0	0.0	0.0	2015-05-27 10:00:00
1248.0	16.5	16.5	43.5	11.0	1.0	0.0	0.0	0.0	2015-05-27 11:00:00
1548.0	18.0	18.0	40.0	13.0	1.0	0.0	0.0	0.0	2015-05-27 12:00:00
1659.0	18.5	18.5	38.5	14.0	1.0	0.0	0.0	0.0	2015-05-27 13:00:00
1693.0	20.0	20.0	38.0	16.0	1.0	0.0	0.0	0.0	2015-05-27 14:00:00
1919.0	20.5	20.5	38.0	19.5	1.0	0.0	0.0	0.0	2015-05-27 15:00:00
2443.0	20.5	20.5	39.0	23.0	1.0	0.0	0.0	0.0	2015-05-27 16:00:00
4118.0	19.5	19.5	46.0	25.0	2.0	0.0	0.0	0.0	2015-05-27 17:00:00
4010.0	18.0	18.0	50.5	27.0	1.0	0.0	0.0	0.0	2015-05-27 18:00:00
2404.0	17.0	17.0	49.0	26.0	1.0	0.0	0.0	0.0	2015-05-27 19:00:00
1496.0	16.0	16.0	57.0	24.0	1.0	0.0	0.0	0.0	2015-05-27 20:00:00
990.0	15.5	15.5	61.0	19.5	7.0	0.0	0.0	0.0	2015-05-27 21:00:00
792.0	15.0	15.0	61.0	19.5	2.0	0.0	0.0	0.0	2015-05-27 22:00:00
505.0	14.0	14.0	69.5	26.0	3.0	0.0	0.0	0.0	2015-05-27 23:00:00
237.0	14.0	14.0	69.5	23.0	3.0	0.0	0.0	0.0	2015-05-28 00:00:00
146.0	13.0	13.0	63.0	28.0	2.0	0.0	0.0	0.0	2015-05-28 01:00:00
82.0	13.0	13.0	65.0	26.0	3.0	0.0	0.0	0.0	2015-05-28 02:00:00
63.0	13.0	13.0	69.5	22.0	3.0	0.0	0.0	0.0	2015-05-28 03:00:00
47.0	13.0	13.0	72.0	20.0	4.0	0.0	0.0	0.0	2015-05-28 04:00:00
126.0	13.0	13.0	74.5	20.0	3.0	0.0	0.0	0.0	2015-05-28 05:00:00
699.0	13.0	13.0	77.0	24.0	2.0	0.0	0.0	0.0	2015-05-28 06:00:00
2128.0	13.5	13.5	59.0	26.0	2.0	0.0	0.0	0.0	2015-05-28 07:00:00
4302.0	14.5	14.5	48.0	25.0	2.0	0.0	0.0	0.0	2015-05-28 08:00:00
2266.0	15.5	15.5	43.5	26.0	2.0	0.0	0.0	0.0	2015-05-28 09:00:00
1270.0	15.0	15.0	45.0	25.0	2.0	0.0	0.0	0.0	2015-05-28 10:00:00
1206.0	16.5	16.5	38.0	28.0	1.0	0.0	0.0	0.0	2015-05-28 11:00:00
1562.0	17.5	17.5	34.0	24.0	1.0	0.0	0.0	0.0	2015-05-28 12:00:00
1615.0	17.0	17.0	35.5	23.0	1.0	0.0	0.0	0.0	2015-05-28 13:00:00
1485.0	17.0	17.0	35.5	25.0	1.0	0.0	0.0	0.0	2015-05-28 14:00:00
1623.0	17.5	17.5	34.5	25.0	1.0	0.0	0.0	0.0	2015-05-28 15:00:00
2057.0	17.0	17.0	34.0	21.0	1.0	0.0	0.0	0.0	2015-05-28 16:00:00
3630.0	17.0	17.0	34.0	22.0	1.0	0.0	0.0	0.0	2015-05-28 17:00:00
3580.0	17.0	17.0	37.0	22.5	1.0	0.0	0.0	0.0	2015-05-28 18:00:00
2332.0	16.0	16.0	39.0	21.0	1.0	0.0	0.0	0.0	2015-05-28 19:00:00
1517.0	16.0	16.0	40.5	20.0	1.0	0.0	0.0	0.0	2015-05-28 20:00:00
1054.0	15.0	15.0	46.5	20.5	2.0	0.0	0.0	0.0	2015-05-28 21:00:00
771.0	14.0	14.0	51.0	20.5	2.0	0.0	0.0	0.0	2015-05-28 22:00:00
589.0	13.0	13.0	53.0	19.5	1.0	0.0	0.0	0.0	2015-05-28 23:00:00
350.0	12.5	12.5	56.5	16.0	1.0	0.0	0.0	0.0	2015-05-29 00:00:00
258.0	11.5	11.5	60.0	16.0	1.0	0.0	0.0	0.0	2015-05-29 01:00:00
151.0	11.0	11.0	67.0	17.0	1.0	0.0	0.0	0.0	2015-05-29 02:00:00
79.0	11.0	11.0	67.0	17.0	1.0	0.0	0.0	0.0	2015-05-29 03:00:00
83.0	11.0	11.0	72.0	16.0	1.0	0.0	0.0	0.0	2015-05-29 04:00:00
121.0	11.0	11.0	69.5	19.5	1.0	0.0	0.0	0.0	2015-05-29 05:00:00
578.0	11.0	11.0	67.0	19.0	2.0	0.0	0.0	0.0	2015-05-29 06:00:00
1845.0	11.5	11.5	69.5	18.0	2.0	0.0	0.0	0.0	2015-05-29 07:00:00
3904.0	12.5	12.5	65.0	19.5	2.0	0.0	0.0	0.0	2015-05-29 08:00:00
2077.0	13.5	13.5	57.0	28.0	3.0	0.0	0.0	0.0	2015-05-29 09:00:00
717.0	13.5	13.5	59.0	26.0	7.0	0.0	0.0	0.0	2015-05-29 10:00:00
367.0	12.5	12.5	77.0	24.0	7.0	0.0	0.0	0.0	2015-05-29 11:00:00
429.0	12.0	12.0	85.0	27.0	7.0	0.0	0.0	0.0	2015-05-29 12:00:00
800.0	12.0	12.0	77.0	30.5	2.0	0.0	0.0	0.0	2015-05-29 13:00:00
940.0	12.0	12.0	77.0	26.0	2.0	0.0	0.0	0.0	2015-05-29 14:00:00
1145.0	13.5	13.5	69.5	26.0	2.0	0.0	0.0	0.0	2015-05-29 15:00:00
1590.0	13.5	13.5	61.0	27.0	2.0	0.0	0.0	0.0	2015-05-29 16:00:00
2867.0	14.0	14.0	57.0	26.0	2.0	0.0	0.0	0.0	2015-05-29 17:00:00
2737.0	14.0	14.0	51.0	26.5	2.0	0.0	0.0	0.0	2015-05-29 18:00:00
1775.0	13.5	13.5	55.0	27.0	2.0	0.0	0.0	0.0	2015-05-29 19:00:00
1190.0	13.0	13.0	55.0	24.0	2.0	0.0	0.0	0.0	2015-05-29 20:00:00
783.0	13.0	13.0	53.0	18.0	2.0	0.0	0.0	0.0	2015-05-29 21:00:00
671.0	12.0	12.0	54.0	17.0	1.0	0.0	0.0	0.0	2015-05-29 22:00:00
566.0	12.0	12.0	56.0	22.0	1.0	0.0	0.0	0.0	2015-05-29 23:00:00
468.0	11.5	11.5	58.0	17.5	1.0	1.0	0.0	0.0	2015-05-30 00:00:00
373.0	9.5	7.5	66.5	14.0	1.0	1.0	0.0	0.0	2015-05-30 01:00:00
258.0	9.0	6.0	73.5	19.0	1.0	1.0	0.0	0.0	2015-05-30 02:00:00
188.0	9.0	6.0	76.0	19.5	1.0	1.0	0.0	0.0	2015-05-30 03:00:00
119.0	8.0	5.0	84.5	18.0	1.0	1.0	0.0	0.0	2015-05-30 04:00:00
107.0	9.0	6.0	82.0	17.0	1.0	1.0	0.0	0.0	2015-05-30 05:00:00
121.0	9.5	7.5	79.0	15.0	1.0	1.0	0.0	0.0	2015-05-30 06:00:00
287.0	11.5	11.5	69.5	17.0	1.0	1.0	0.0	0.0	2015-05-30 07:00:00
574.0	13.0	13.0	59.0	17.0	2.0	1.0	0.0	0.0	2015-05-30 08:00:00
1031.0	13.0	13.0	59.0	18.5	2.0	1.0	0.0	0.0	2015-05-30 09:00:00
1525.0	15.0	15.0	46.5	19.5	2.0	1.0	0.0	0.0	2015-05-30 10:00:00
1809.0	15.0	15.0	41.5	18.5	2.0	1.0	0.0	0.0	2015-05-30 11:00:00
2217.0	15.5	15.5	40.5	17.0	2.0	1.0	0.0	0.0	2015-05-30 12:00:00
2517.0	15.5	15.5	40.5	17.0	1.0	1.0	0.0	0.0	2015-05-30 13:00:00
2579.0	16.0	16.0	36.0	16.5	1.0	1.0	0.0	0.0	2015-05-30 14:00:00
2715.0	17.0	17.0	37.0	17.5	1.0	1.0	0.0	0.0	2015-05-30 15:00:00
2707.0	17.5	17.5	35.5	21.0	1.0	1.0	0.0	0.0	2015-05-30 16:00:00
2547.0	17.5	17.5	43.0	19.5	1.0	1.0	0.0	0.0	2015-05-30 17:00:00
2073.0	16.0	16.0	52.0	22.0	2.0	1.0	0.0	0.0	2015-05-30 18:00:00
1654.0	15.0	15.0	51.5	23.0	1.0	1.0	0.0	0.0	2015-05-30 19:00:00
1166.0	14.0	14.0	51.0	20.0	1.0	1.0	0.0	0.0	2015-05-30 20:00:00
812.0	13.0	13.0	63.0	18.0	1.0	1.0	0.0	0.0	2015-05-30 21:00:00
723.0	12.0	12.0	69.5	15.0	1.0	1.0	0.0	0.0	2015-05-30 22:00:00
636.0	12.0	12.0	72.0	11.0	3.0	1.0	0.0	0.0	2015-05-30 23:00:00
601.0	12.0	12.0	74.5	11.0	3.0	1.0	0.0	0.0	2015-05-31 00:00:00
345.0	12.0	12.0	79.5	14.0	7.0	1.0	0.0	0.0	2015-05-31 01:00:00
240.0	11.0	11.0	88.0	12.0	7.0	1.0	0.0	0.0	2015-05-31 02:00:00
167.0	11.5	11.5	85.0	15.0	7.0	1.0	0.0	0.0	2015-05-31 03:00:00
79.0	12.0	12.0	88.0	15.0	7.0	1.0	0.0	0.0	2015-05-31 04:00:00
56.0	13.0	13.0	88.0	16.0	7.0	1.0	0.0	0.0	2015-05-31 05:00:00
81.0	13.5	13.5	91.0	23.5	7.0	1.0	0.0	0.0	2015-05-31 06:00:00
151.0	14.0	14.0	88.0	23.0	7.0	1.0	0.0	0.0	2015-05-31 07:00:00
272.0	14.5	14.5	85.0	26.0	3.0	1.0	0.0	0.0	2015-05-31 08:00:00
549.0	15.0	15.0	82.0	26.0	3.0	1.0	0.0	0.0	2015-05-31 09:00:00
551.0	15.0	15.0	88.0	24.0	7.0	1.0	0.0	0.0	2015-05-31 10:00:00
783.0	15.5	15.5	85.5	21.0	7.0	1.0	0.0	0.0	2015-05-31 11:00:00
909.0	16.0	16.0	83.0	22.0	3.0	1.0	0.0	0.0	2015-05-31 12:00:00
695.0	15.5	15.5	82.5	24.0	7.0	1.0	0.0	0.0	2015-05-31 13:00:00
1042.0	16.0	16.0	77.5	25.5	3.0	1.0	0.0	0.0	2015-05-31 14:00:00
1219.0	16.0	16.0	65.5	31.5	3.0	1.0	0.0	0.0	2015-05-31 15:00:00
1337.0	16.0	16.0	59.0	26.0	3.0	1.0	0.0	0.0	2015-05-31 16:00:00
1372.0	15.0	15.0	59.0	30.5	3.0	1.0	0.0	0.0	2015-05-31 17:00:00
1302.0	14.5	14.5	57.0	29.0	2.0	1.0	0.0	0.0	2015-05-31 18:00:00
1082.0	14.5	14.5	48.0	31.0	2.0	1.0	0.0	0.0	2015-05-31 19:00:00
821.0	13.5	13.5	42.5	27.5	1.0	1.0	0.0	0.0	2015-05-31 20:00:00
581.0	13.0	13.0	47.0	21.0	1.0	1.0	0.0	0.0	2015-05-31 21:00:00
448.0	12.5	12.5	45.5	19.5	1.0	1.0	0.0	0.0	2015-05-31 22:00:00
315.0	11.0	11.0	60.0	22.0	1.0	1.0	0.0	0.0	2015-05-31 23:00:00
226.0	10.0	7.5	67.0	19.5	1.0	0.0	1.0	0.0	2015-06-01 00:00:00
114.0	10.0	8.0	67.0	18.0	1.0	0.0	1.0	0.0	2015-06-01 01:00:00
65.0	9.0	6.5	73.5	16.0	1.0	0.0	1.0	0.0	2015-06-01 02:00:00
34.0	9.0	6.5	73.5	16.0	1.0	0.0	1.0	0.0	2015-06-01 03:00:00
51.0	9.0	6.5	71.0	17.0	1.0	0.0	1.0	0.0	2015-06-01 04:00:00
139.0	9.0	7.0	71.0	15.0	1.0	0.0	1.0	0.0	2015-06-01 05:00:00
625.0	9.5	7.5	71.5	15.0	1.0	0.0	1.0	0.0	2015-06-01 06:00:00
2190.0	11.0	11.0	64.5	18.0	1.0	0.0	1.0	0.0	2015-06-01 07:00:00
4183.0	12.0	12.0	58.5	22.0	2.0	0.0	1.0	0.0	2015-06-01 08:00:00
2077.0	13.5	13.5	53.0	23.0	2.0	0.0	1.0	0.0	2015-06-01 09:00:00
904.0	14.5	14.5	48.0	25.0	2.0	0.0	1.0	0.0	2015-06-01 10:00:00
894.0	15.0	15.0	49.5	25.0	2.0	0.0	1.0	0.0	2015-06-01 11:00:00
1165.0	13.5	13.5	64.0	26.0	7.0	0.0	1.0	0.0	2015-06-01 12:00:00
1204.0	12.0	12.0	72.0	26.0	7.0	0.0	1.0	0.0	2015-06-01 13:00:00
1061.0	14.0	14.0	59.0	26.0	2.0	0.0	1.0	0.0	2015-06-01 14:00:00
1136.0	14.0	14.0	55.0	29.0	2.0	0.0	1.0	0.0	2015-06-01 15:00:00
1645.0	14.0	14.0	53.0	28.5	2.0	0.0	1.0	0.0	2015-06-01 16:00:00
2764.0	13.0	13.0	57.0	29.5	7.0	0.0	1.0	0.0	2015-06-01 17:00:00
3273.0	14.0	14.0	53.0	27.0	2.0	0.0	1.0	0.0	2015-06-01 18:00:00
1868.0	13.5	13.5	57.0	26.0	2.0	0.0	1.0	0.0	2015-06-01 19:00:00
1053.0	13.0	13.0	61.0	25.0	2.0	0.0	1.0	0.0	2015-06-01 20:00:00
591.0	13.0	13.0	65.0	27.0	7.0	0.0	1.0	0.0	2015-06-01 21:00:00
363.0	13.0	13.0	67.0	34.0	7.0	0.0	1.0	0.0	2015-06-01 22:00:00
239.0	12.0	12.0	77.0	34.0	7.0	0.0	1.0	0.0	2015-06-01 23:00:00
153.0	12.0	12.0	77.0	36.0	7.0	0.0	1.0	0.0	2015-06-02 00:00:00
67.0	13.0	13.0	77.0	40.0	7.0	0.0	1.0	0.0	2015-06-02 01:00:00
51.0	13.0	13.0	82.0	36.0	7.0	0.0	1.0	0.0	2015-06-02 02:00:00
38.0	13.5	13.5	82.0	35.0	4.0	0.0	1.0	0.0	2015-06-02 03:00:00
57.0	14.0	14.0	82.0	32.0	3.0	0.0	1.0	0.0	2015-06-02 04:00:00
113.0	14.0	14.0	88.0	30.0	7.0	0.0	1.0	0.0	2015-06-02 05:00:00
604.0	14.0	14.0	88.0	29.5	3.0	0.0	1.0	0.0	2015-06-02 06:00:00
1830.0	15.0	15.0	82.0	29.5	3.0	0.0	1.0	0.0	2015-06-02 07:00:00
3700.0	16.0	16.0	80.0	32.0	7.0	0.0	1.0	0.0	2015-06-02 08:00:00
1991.0	16.0	16.0	83.0	33.0	4.0	0.0	1.0	0.0	2015-06-02 09:00:00
916.0	16.5	16.5	80.0	36.0	3.0	0.0	1.0	0.0	2015-06-02 10:00:00
807.0	17.0	17.0	77.0	33.0	3.0	0.0	1.0	0.0	2015-06-02 11:00:00
968.0	16.5	16.5	80.0	35.0	4.0	0.0	1.0	0.0	2015-06-02 12:00:00
906.0	17.0	17.0	77.0	38.0	3.0	0.0	1.0	0.0	2015-06-02 13:00:00
915.0	17.5	17.5	70.5	41.0	3.0	0.0	1.0	0.0	2015-06-02 14:00:00
1081.0	18.5	18.5	66.0	43.5	3.0	0.0	1.0	0.0	2015-06-02 15:00:00
1550.0	19.0	19.0	60.0	40.0	3.0	0.0	1.0	0.0	2015-06-02 16:00:00
3419.0	19.0	19.0	56.0	39.0	2.0	0.0	1.0	0.0	2015-06-02 17:00:00
3474.0	18.0	18.0	60.0	34.0	2.0	0.0	1.0	0.0	2015-06-02 18:00:00
2088.0	17.0	17.0	64.0	31.0	2.0	0.0	1.0	0.0	2015-06-02 19:00:00
1349.0	16.0	16.0	68.0	26.0	2.0	0.0	1.0	0.0	2015-06-02 20:00:00
869.0	15.0	15.0	72.0	25.0	3.0	0.0	1.0	0.0	2015-06-02 21:00:00
620.0	14.5	14.5	74.5	26.0	3.0	0.0	1.0	0.0	2015-06-02 22:00:00
373.0	14.0	14.0	74.5	24.0	1.0	0.0	1.0	0.0	2015-06-02 23:00:00
202.0	14.0	14.0	67.0	22.0	3.0	0.0	1.0	0.0	2015-06-03 00:00:00
138.0	14.0	14.0	67.0	21.0	1.0	0.0	1.0	0.0	2015-06-03 01:00:00
55.0	13.5	13.5	69.5	20.0	1.0	0.0	1.0	0.0	2015-06-03 02:00:00
53.0	13.0	13.0	72.0	20.0	4.0	0.0	1.0	0.0	2015-06-03 03:00:00
38.0	12.5	12.5	74.5	23.0	2.0	0.0	1.0	0.0	2015-06-03 04:00:00
135.0	13.0	13.0	72.0	20.5	2.0	0.0	1.0	0.0	2015-06-03 05:00:00
735.0	13.0	13.0	72.0	18.5	2.0	0.0	1.0	0.0	2015-06-03 06:00:00
2380.0	14.0	14.0	67.0	23.0	2.0	0.0	1.0	0.0	2015-06-03 07:00:00
4607.0	15.0	15.0	59.0	25.0	2.0	0.0	1.0	0.0	2015-06-03 08:00:00
2404.0	16.0	16.0	51.5	26.0	2.0	0.0	1.0	0.0	2015-06-03 09:00:00
1137.0	16.0	16.0	50.0	21.5	3.0	0.0	1.0	0.0	2015-06-03 10:00:00
1058.0	18.0	18.0	41.5	25.0	2.0	0.0	1.0	0.0	2015-06-03 11:00:00
1462.0	17.5	17.5	41.0	21.0	2.0	0.0	1.0	0.0	2015-06-03 12:00:00
1458.0	18.5	18.5	38.5	19.0	1.0	0.0	1.0	0.0	2015-06-03 13:00:00
1437.0	19.0	19.0	39.0	19.5	1.0	0.0	1.0	0.0	2015-06-03 14:00:00
1498.0	19.0	19.0	39.0	15.5	1.0	0.0	1.0	0.0	2015-06-03 15:00:00
2135.0	20.0	20.0	37.5	15.0	1.0	0.0	1.0	0.0	2015-06-03 16:00:00
3891.0	18.5	18.5	40.0	15.0	1.0	0.0	1.0	0.0	2015-06-03 17:00:00
4096.0	18.5	18.5	38.5	13.0	1.0	0.0	1.0	0.0	2015-06-03 18:00:00
2558.0	19.0	19.0	38.5	15.0	1.0	0.0	1.0	0.0	2015-06-03 19:00:00
1576.0	18.0	18.0	44.5	12.0	1.0	0.0	1.0	0.0	2015-06-03 20:00:00
1114.0	17.0	17.0	43.5	6.5	1.0	0.0	1.0	0.0	2015-06-03 21:00:00
698.0	15.5	15.5	53.5	2.0	1.0	0.0	1.0	0.0	2015-06-03 22:00:00
512.0	14.5	14.5	57.0	3.0	1.0	0.0	1.0	0.0	2015-06-03 23:00:00
291.0	14.0	14.0	61.0	2.0	1.0	0.0	1.0	0.0	2015-06-04 00:00:00
169.0	13.0	13.0	65.0	6.0	1.0	0.0	1.0	0.0	2015-06-04 01:00:00
139.0	12.5	12.5	69.5	5.0	1.0	0.0	1.0	0.0	2015-06-04 02:00:00
81.0	12.0	12.0	67.0	3.0	1.0	0.0	1.0	0.0	2015-06-04 03:00:00
70.0	11.0	11.0	77.0	2.0	1.0	0.0	1.0	0.0	2015-06-04 04:00:00
132.0	11.5	11.5	74.5	0.0	1.0	0.0	1.0	0.0	2015-06-04 05:00:00
