satisfaction_level	number_project	average_montly_hours	time_spend_company	salary	promotion_last_5years	left	Work_accident	last_evaluation	sales
0.75	6.0	148.0	4.0	low	0	0	0	0.86	sales
0.68	3.0	148.0	4.0	low	0	0	1	1.0	sales
0.87	5.0	187.0	3.0	low	0	0	0	0.68	sales
0.96	3.0	151.0	2.0	low	0	0	0	0.57	sales
0.41	6.0	215.0	5.0	low	0	0	0	0.86	sales
0.81	4.0	142.0	4.0	low	0	0	0	0.61	sales
0.68	6.0	258.0	5.0	low	0	0	0	1.0	sales
0.63	4.0	228.0	3.0	low	0	0	0	0.56	accounting
0.6	2.0	221.0	3.0	low	0	0	0	0.84	accounting
0.66	3.0	263.0	3.0	medium	0	0	0	0.97	accounting
0.69	4.0	273.0	4.0	medium	0	0	0	0.82	hr
0.23	3.0	247.0	4.0	medium	0	0	0	0.37	hr
0.52	3.0	225.0	3.0	medium	0	0	0	0.63	hr
0.65	4.0	269.0	2.0	medium	0	0	1	0.86	hr
0.78	6.0	174.0	3.0	medium	0	0	0	0.4	technical
0.6	5.0	201.0	2.0	medium	0	0	0	0.65	technical
0.9	3.0	254.0	3.0	medium	0	0	0	0.62	technical
0.59	5.0	254.0	2.0	medium	0	0	0	0.95	technical
0.89	3.0	185.0	2.0	medium	0	0	1	0.78	technical
0.96	4.0	200.0	4.0	medium	0	0	0	0.85	technical
0.68	3.0	190.0	3.0	medium	0	0	1	0.76	technical
0.52	2.0	160.0	2.0	high	0	0	0	0.72	technical
0.68	3.0	264.0	2.0	low	0	0	0	0.94	technical
0.6	3.0	172.0	3.0	medium	0	0	0	0.59	technical
0.28	5.0	279.0	4.0	medium	0	0	0	0.83	technical
0.98	5.0	260.0	3.0	medium	0	0	0	0.54	support
0.67	4.0	262.0	2.0	medium	0	0	0	0.52	support
0.86	5.0	134.0	2.0	low	0	0	1	0.6	support
0.83	3.0	195.0	3.0	low	0	0	0	0.9	support
0.79	3.0	139.0	3.0	low	0	0	0	0.86	support
0.54	4.0	205.0	5.0	low	0	0	0	0.86	support
0.51	5.0	212.0	2.0	low	0	0	0	0.86	support
0.75	4.0	148.0	2.0	low	0	0	0	0.65	support
0.51	4.0	228.0	3.0	low	0	0	0	0.67	support
0.73	5.0	230.0	3.0	low	0	0	0	0.74	support
0.17	4.0	286.0	3.0	low	0	0	0	0.4	support
0.88	4.0	142.0	3.0	low	0	0	0	0.59	technical
0.76	3.0	161.0	3.0	low	0	0	0	0.79	technical
0.29	3.0	152.0	3.0	low	0	0	1	0.77	technical
0.62	4.0	266.0	3.0	low	0	0	0	0.97	management
0.5	2.0	143.0	3.0	low	0	0	0	0.85	IT
0.16	5.0	165.0	3.0	low	0	0	0	0.65	IT
0.18	4.0	204.0	6.0	low	0	0	0	0.99	IT
0.86	4.0	170.0	2.0	low	0	0	0	0.68	IT
0.68	5.0	203.0	3.0	low	0	0	0	0.52	IT
0.68	3.0	199.0	3.0	low	0	0	0	0.85	product_mng
0.89	4.0	223.0	3.0	low	0	0	0	0.78	product_mng
0.86	4.0	220.0	2.0	low	0	0	0	0.88	product_mng
0.43	4.0	190.0	3.0	medium	0	0	0	0.41	product_mng
0.85	4.0	143.0	6.0	medium	0	0	1	0.58	IT
0.94	5.0	111.0	4.0	medium	1	0	0	0.8	RandD
0.58	4.0	145.0	3.0	medium	1	0	1	0.71	RandD
0.43	3.0	138.0	3.0	medium	1	0	0	0.6	RandD
0.72	3.0	203.0	3.0	medium	1	0	0	0.49	RandD
0.95	5.0	175.0	3.0	medium	1	0	1	0.96	RandD
0.35	3.0	119.0	3.0	medium	1	0	0	0.67	marketing
0.77	3.0	157.0	3.0	medium	1	0	0	0.79	sales
0.74	5.0	135.0	2.0	medium	1	0	0	0.7	accounting
0.5	4.0	200.0	2.0	medium	1	0	0	0.6	support
0.87	4.0	121.0	2.0	medium	1	0	0	0.56	technical
0.55	3.0	162.0	3.0	high	1	0	0	0.48	management
0.8	3.0	135.0	3.0	low	1	0	0	0.65	marketing
0.49	4.0	183.0	2.0	medium	1	0	0	0.52	marketing
0.54	4.0	228.0	3.0	medium	1	0	0	0.92	marketing
0.21	4.0	148.0	5.0	medium	0	0	0	0.87	sales
0.77	3.0	219.0	2.0	medium	0	0	0	0.77	sales
0.53	4.0	147.0	3.0	low	0	0	0	0.73	sales
0.89	5.0	165.0	6.0	low	0	0	0	0.49	sales
0.25	4.0	218.0	3.0	low	0	0	1	0.59	sales
0.53	3.0	231.0	2.0	low	0	0	0	0.59	sales
0.44	2.0	124.0	3.0	low	0	0	0	0.45	sales
0.7	2.0	131.0	2.0	low	0	0	0	0.44	sales
0.54	3.0	199.0	4.0	low	0	0	0	0.76	sales
0.9	3.0	220.0	3.0	low	0	0	0	0.56	sales
0.69	5.0	215.0	3.0	low	0	0	0	0.8	sales
0.78	4.0	180.0	3.0	low	0	0	0	0.59	sales
0.91	6.0	272.0	6.0	low	0	0	0	0.49	sales
0.92	2.0	228.0	2.0	low	0	0	0	0.61	sales
0.96	3.0	168.0	2.0	low	0	0	0	0.88	sales
0.8	4.0	205.0	2.0	low	0	0	0	0.77	sales
0.52	3.0	244.0	3.0	low	0	0	0	0.67	sales
0.52	3.0	185.0	2.0	low	0	0	0	0.97	sales
0.93	5.0	135.0	3.0	low	0	0	1	0.96	sales
0.89	4.0	160.0	2.0	low	0	0	0	0.9	accounting
0.83	4.0	262.0	4.0	low	0	0	0	0.61	accounting
0.7	6.0	225.0	6.0	low	0	0	0	0.84	accounting
0.89	4.0	174.0	2.0	low	0	0	0	0.74	hr
0.21	6.0	266.0	3.0	medium	1	0	0	0.37	hr
0.67	4.0	241.0	4.0	medium	1	0	0	0.78	hr
0.73	3.0	245.0	2.0	medium	1	0	0	0.97	hr
0.85	3.0	261.0	4.0	medium	1	0	0	0.51	technical
0.54	4.0	157.0	3.0	medium	1	0	0	0.85	technical
0.74	3.0	286.0	6.0	medium	1	0	0	0.94	technical
0.71	4.0	263.0	2.0	medium	1	0	1	0.65	technical
0.76	2.0	229.0	3.0	medium	1	0	0	0.52	technical
0.85	4.0	159.0	2.0	medium	1	0	0	0.5	technical
0.82	4.0	196.0	3.0	medium	1	0	0	0.89	technical
0.71	4.0	133.0	3.0	medium	1	0	0	0.79	technical
0.79	5.0	228.0	3.0	medium	1	0	0	0.65	technical
0.86	4.0	247.0	3.0	high	1	0	0	0.56	technical
0.9	5.0	215.0	3.0	low	1	0	0	0.78	technical
0.65	6.0	233.0	3.0	medium	1	0	1	0.8	support
0.53	5.0	237.0	2.0	medium	1	0	0	0.74	support
0.51	4.0	269.0	5.0	medium	1	0	0	0.91	support
1.0	6.0	246.0	3.0	medium	1	0	1	0.76	support
0.92	4.0	168.0	3.0	low	1	0	0	0.82	support
1.0	3.0	168.0	3.0	low	1	0	0	0.59	support
0.23	4.0	163.0	5.0	low	1	0	0	0.67	support
0.52	3.0	142.0	2.0	low	1	0	0	0.77	support
0.8	4.0	183.0	2.0	low	1	0	1	0.83	support
0.59	4.0	264.0	3.0	low	0	0	0	0.72	support
0.75	2.0	184.0	2.0	low	0	0	0	0.55	support
0.99	4.0	138.0	3.0	low	0	0	0	0.58	technical
0.57	3.0	195.0	3.0	medium	0	0	0	0.76	technical
0.87	4.0	251.0	3.0	medium	0	0	0	0.95	technical
0.52	3.0	108.0	5.0	medium	0	0	0	0.47	management
0.57	3.0	144.0	2.0	medium	0	0	0	0.9	IT
0.32	6.0	112.0	4.0	medium	0	0	0	0.77	IT
0.66	2.0	201.0	3.0	medium	0	0	0	0.81	IT
0.53	4.0	204.0	3.0	medium	0	0	0	0.8	IT
0.55	5.0	226.0	3.0	medium	0	0	0	0.62	IT
0.66	3.0	217.0	4.0	medium	0	0	0	0.9	product_mng
0.69	4.0	149.0	2.0	medium	0	0	0	0.92	product_mng
0.67	5.0	237.0	3.0	medium	0	0	0	0.99	product_mng
0.75	3.0	256.0	3.0	medium	0	0	0	0.37	product_mng
0.7	4.0	194.0	2.0	medium	0	0	0	0.98	IT
0.71	3.0	202.0	2.0	medium	0	0	0	0.74	RandD
0.97	5.0	133.0	2.0	medium	0	0	0	0.6	RandD
0.5	3.0	246.0	3.0	medium	0	0	0	0.48	RandD
0.34	3.0	206.0	3.0	medium	0	0	0	0.92	RandD
0.67	3.0	204.0	3.0	medium	0	0	0	0.74	RandD
0.78	4.0	157.0	3.0	medium	0	0	0	0.98	marketing
0.52	4.0	187.0	2.0	medium	0	0	0	0.91	sales
0.91	2.0	211.0	2.0	medium	0	0	0	0.51	accounting
0.79	3.0	204.0	3.0	medium	0	0	0	0.92	support
0.83	5.0	182.0	2.0	medium	0	0	1	0.53	technical
0.74	3.0	244.0	3.0	medium	0	0	0	0.76	management
0.77	3.0	184.0	3.0	medium	0	0	1	0.97	marketing
0.49	2.0	117.0	3.0	high	0	0	0	0.71	marketing
0.94	3.0	230.0	3.0	high	0	0	1	0.89	marketing
0.99	3.0	241.0	2.0	high	0	0	0	0.91	sales
0.69	3.0	227.0	3.0	high	0	0	1	0.84	sales
0.88	5.0	147.0	4.0	high	0	0	0	0.59	sales
0.89	3.0	240.0	3.0	high	0	0	0	0.9	sales
0.8	4.0	238.0	2.0	high	0	0	0	0.58	sales
0.22	4.0	262.0	4.0	high	0	0	0	0.89	sales
0.87	4.0	215.0	2.0	high	0	0	0	0.83	sales
0.66	3.0	211.0	4.0	high	0	0	0	0.66	sales
0.9	3.0	156.0	3.0	high	0	0	1	0.68	sales
0.95	4.0	180.0	5.0	high	0	0	0	0.54	sales
0.49	4.0	260.0	6.0	low	0	0	0	0.56	sales
0.71	4.0	228.0	2.0	low	0	0	0	0.68	sales
0.2	2.0	249.0	3.0	low	0	0	0	0.96	sales
0.95	3.0	242.0	5.0	low	0	0	1	0.64	sales
0.68	2.0	254.0	2.0	low	0	0	1	0.8	sales
0.93	3.0	272.0	2.0	low	0	0	1	0.68	sales
0.85	5.0	210.0	3.0	low	0	0	0	0.57	sales
0.82	3.0	140.0	2.0	low	0	0	0	0.68	sales
0.87	5.0	252.0	5.0	low	0	0	0	0.42	sales
0.88	3.0	266.0	3.0	low	0	0	0	0.84	accounting
0.98	4.0	138.0	3.0	low	0	0	0	0.79	accounting
0.89	3.0	220.0	3.0	low	0	0	0	0.98	accounting
0.92	5.0	214.0	3.0	low	0	0	0	0.51	hr
0.48	2.0	121.0	5.0	low	0	0	0	0.6	hr
0.67	4.0	195.0	3.0	low	0	0	0	0.49	hr
0.84	3.0	135.0	3.0	medium	0	0	0	0.55	hr
0.97	4.0	261.0	2.0	medium	0	0	0	0.78	technical
0.65	5.0	205.0	3.0	medium	0	0	1	0.53	technical
0.79	5.0	240.0	2.0	medium	0	0	1	0.87	technical
0.75	2.0	141.0	4.0	medium	0	0	0	0.75	technical
0.69	4.0	200.0	3.0	medium	0	0	0	0.64	technical
0.85	4.0	257.0	3.0	medium	0	0	0	0.6	technical
0.34	2.0	141.0	3.0	medium	0	0	0	0.41	technical
0.97	3.0	185.0	2.0	medium	0	0	0	0.68	technical
0.39	6.0	235.0	6.0	medium	0	0	0	0.99	technical
0.54	4.0	264.0	4.0	medium	0	0	0	0.81	technical
0.78	4.0	260.0	3.0	medium	0	0	0	0.67	technical
0.49	4.0	158.0	3.0	high	0	0	0	0.79	support
0.17	6.0	195.0	5.0	high	0	0	0	0.83	support
0.98	3.0	180.0	2.0	high	0	0	1	0.81	support
0.9	2.0	114.0	5.0	high	0	0	0	1.0	support
0.24	5.0	228.0	4.0	high	0	0	1	0.89	support
0.92	5.0	243.0	3.0	high	0	0	1	0.79	support
0.36	3.0	179.0	3.0	high	0	0	0	0.72	support
0.19	2.0	158.0	3.0	high	0	0	0	0.76	support
0.75	4.0	254.0	4.0	low	0	0	0	0.76	support
0.91	3.0	220.0	3.0	low	0	0	1	0.81	support
0.72	5.0	171.0	3.0	low	0	0	0	0.95	support
0.62	4.0	142.0	2.0	low	0	0	0	0.64	technical
0.97	3.0	241.0	2.0	low	0	0	0	0.75	technical
0.69	3.0	275.0	3.0	low	0	0	0	0.64	technical
0.98	3.0	157.0	2.0	low	0	0	0	0.56	management
0.62	5.0	169.0	3.0	low	0	0	0	0.53	IT
0.59	2.0	233.0	2.0	medium	0	0	0	0.82	IT
0.73	4.0	160.0	3.0	medium	0	0	0	0.98	IT
0.71	3.0	189.0	3.0	medium	0	0	0	0.79	IT
0.85	4.0	273.0	4.0	medium	0	0	0	0.58	IT
0.8	4.0	141.0	3.0	medium	0	0	1	0.94	product_mng
0.48	3.0	134.0	3.0	medium	0	0	0	0.38	product_mng
0.64	3.0	248.0	3.0	medium	0	0	0	0.4	product_mng
0.19	6.0	222.0	5.0	medium	0	0	0	0.64	product_mng
0.82	5.0	219.0	3.0	medium	0	0	0	0.69	IT
0.99	4.0	202.0	3.0	medium	0	0	0	0.96	RandD
0.45	3.0	200.0	2.0	medium	0	0	0	0.58	RandD
0.89	3.0	138.0	2.0	medium	0	0	0	0.89	RandD
0.75	4.0	158.0	5.0	medium	0	0	1	0.78	RandD
0.8	3.0	136.0	2.0	medium	0	0	0	0.86	RandD
0.78	4.0	222.0	2.0	medium	0	0	0	0.49	marketing
0.95	3.0	236.0	2.0	medium	0	0	1	0.76	sales
0.68	4.0	135.0	2.0	medium	0	0	0	0.67	accounting
0.82	5.0	235.0	3.0	medium	0	0	0	0.97	support
0.9	4.0	274.0	2.0	medium	0	0	0	0.69	technical
0.59	3.0	235.0	2.0	medium	0	0	0	0.99	management
0.66	3.0	169.0	4.0	medium	0	0	1	0.57	marketing
0.63	5.0	286.0	4.0	medium	0	0	0	0.56	marketing
0.73	3.0	166.0	2.0	medium	0	0	0	0.78	marketing
0.63	3.0	236.0	4.0	high	0	0	0	0.93	sales
0.87	5.0	197.0	2.0	low	0	0	0	0.62	sales
0.62	6.0	169.0	2.0	medium	0	0	1	0.87	sales
0.53	3.0	210.0	3.0	medium	0	0	0	0.9	sales
0.94	4.0	156.0	2.0	medium	0	0	0	0.83	sales
0.94	5.0	231.0	2.0	medium	0	0	0	0.55	sales
0.55	3.0	101.0	2.0	medium	0	0	1	0.64	sales
0.58	4.0	259.0	3.0	medium	0	0	0	0.72	sales
0.98	5.0	203.0	5.0	medium	0	0	1	0.88	sales
0.74	5.0	255.0	4.0	medium	0	0	0	0.76	sales
0.65	3.0	131.0	3.0	medium	0	0	1	0.48	sales
0.97	2.0	272.0	2.0	medium	0	0	0	0.79	sales
0.58	4.0	253.0	2.0	low	0	0	0	0.75	sales
0.49	2.0	254.0	2.0	low	0	0	0	0.77	sales
0.69	3.0	214.0	2.0	low	0	0	0	0.98	sales
0.55	5.0	195.0	3.0	low	0	0	0	0.49	sales
0.65	4.0	240.0	3.0	low	0	0	0	0.89	sales
0.87	4.0	149.0	2.0	low	0	0	0	0.49	sales
0.12	4.0	276.0	4.0	low	0	0	0	0.7	sales
0.65	4.0	247.0	4.0	high	0	0	0	0.84	accounting
0.23	4.0	212.0	4.0	low	0	0	1	0.66	accounting
0.62	4.0	256.0	3.0	high	0	0	0	0.77	accounting
0.86	4.0	178.0	2.0	high	0	0	0	0.72	hr
0.85	4.0	255.0	4.0	low	0	0	0	0.6	hr
0.74	3.0	224.0	2.0	low	0	0	0	0.76	hr
0.53	2.0	204.0	4.0	high	0	0	0	0.76	hr
0.99	6.0	104.0	6.0	low	0	0	0	0.44	technical
0.48	5.0	113.0	3.0	medium	0	0	0	0.81	technical
0.72	3.0	243.0	2.0	high	0	0	0	0.74	technical
0.76	3.0	242.0	5.0	medium	0	0	1	0.72	technical
0.41	4.0	177.0	3.0	medium	0	0	0	0.7	technical
0.85	3.0	235.0	2.0	medium	0	0	0	0.88	technical
0.62	4.0	175.0	3.0	medium	0	0	0	0.49	technical
0.16	4.0	280.0	6.0	high	0	0	0	0.78	technical
0.58	3.0	205.0	2.0	medium	0	0	0	0.61	technical
0.73	4.0	243.0	3.0	medium	0	0	0	0.95	technical
0.28	3.0	150.0	2.0	medium	0	0	0	0.76	technical
0.77	4.0	178.0	2.0	high	0	0	1	0.61	support
0.85	3.0	231.0	3.0	medium	0	0	0	0.86	support
0.56	3.0	134.0	2.0	high	0	0	0	0.76	support
0.81	5.0	143.0	2.0	low	0	0	0	1.0	support
0.83	3.0	156.0	3.0	medium	0	0	0	0.87	support
0.49	4.0	249.0	3.0	medium	0	0	0	0.48	support
0.81	3.0	247.0	3.0	medium	0	0	0	0.97	support
0.56	5.0	222.0	4.0	medium	0	0	0	0.92	support
0.77	3.0	160.0	3.0	low	0	0	0	0.83	support
0.73	4.0	224.0	4.0	low	0	0	1	0.5	support
0.95	4.0	235.0	2.0	low	0	0	0	0.72	support
0.69	5.0	167.0	3.0	low	0	0	0	0.68	technical
0.79	3.0	104.0	4.0	low	0	0	0	0.89	technical
0.63	5.0	160.0	2.0	low	0	0	0	0.57	technical
0.8	4.0	168.0	3.0	low	0	0	0	0.79	management
0.64	2.0	153.0	2.0	low	0	0	0	0.61	IT
0.92	4.0	249.0	3.0	low	0	0	0	0.9	IT
0.96	4.0	177.0	2.0	low	0	0	0	0.75	IT
0.56	3.0	225.0	3.0	high	0	0	0	0.85	IT
0.37	3.0	186.0	2.0	low	0	0	0	0.61	IT
0.5	3.0	133.0	2.0	low	0	0	1	0.82	product_mng
0.49	4.0	213.0	4.0	low	0	0	1	0.58	product_mng
1.0	3.0	245.0	2.0	low	0	0	1	0.73	product_mng
0.82	5.0	160.0	3.0	high	0	0	1	0.75	product_mng
0.52	4.0	212.0	3.0	low	0	0	0	0.54	IT
0.76	4.0	135.0	3.0	low	1	0	1	0.96	RandD
0.2	3.0	149.0	4.0	low	1	0	0	0.53	RandD
0.6	4.0	178.0	3.0	high	1	0	0	0.9	RandD
0.69	6.0	224.0	4.0	low	1	0	0	0.9	RandD
0.93	3.0	196.0	2.0	medium	1	0	0	0.51	RandD
0.7	4.0	178.0	3.0	high	1	0	1	0.64	marketing
0.56	4.0	191.0	2.0	medium	1	0	1	0.54	sales
0.97	4.0	167.0	3.0	high	1	0	0	0.61	accounting
0.24	6.0	275.0	5.0	medium	1	0	1	0.65	support
0.83	3.0	168.0	3.0	medium	1	0	0	0.91	technical
0.55	3.0	152.0	2.0	medium	1	0	0	0.85	management
0.68	3.0	263.0	3.0	medium	1	0	1	0.99	marketing
0.48	3.0	113.0	4.0	medium	0	0	0	0.53	marketing
0.75	3.0	253.0	3.0	medium	0	0	0	0.95	marketing
0.61	4.0	271.0	3.0	medium	0	0	1	0.5	sales
0.5	4.0	165.0	2.0	medium	0	0	1	0.74	sales
0.78	5.0	257.0	3.0	high	0	0	0	0.54	sales
0.61	4.0	244.0	3.0	low	0	0	0	0.68	sales
0.48	4.0	179.0	3.0	medium	0	0	0	0.5	sales
0.93	3.0	248.0	2.0	medium	0	0	0	0.92	sales
0.78	3.0	224.0	2.0	medium	0	0	0	0.58	sales
0.92	5.0	236.0	4.0	medium	0	0	0	0.99	sales
0.71	5.0	213.0	3.0	medium	0	0	0	0.98	sales
0.15	4.0	238.0	3.0	medium	0	0	0	0.42	sales
0.14	5.0	153.0	5.0	medium	0	0	1	0.83	sales
0.56	4.0	247.0	2.0	medium	0	0	0	0.72	sales
1.0	3.0	154.0	3.0	medium	0	0	0	0.84	sales
0.77	3.0	147.0	4.0	high	0	0	0	0.82	sales
0.86	3.0	150.0	2.0	low	0	0	0	0.66	sales
0.88	3.0	137.0	3.0	low	0	0	0	0.95	sales
0.85	5.0	179.0	3.0	low	0	0	0	0.84	sales
0.95	5.0	194.0	2.0	high	0	0	0	0.56	sales
0.65	4.0	224.0	3.0	low	0	0	0	0.65	sales
0.7	3.0	253.0	2.0	low	0	0	1	0.55	accounting
0.6	3.0	177.0	3.0	low	0	0	1	0.55	accounting
0.84	3.0	215.0	3.0	high	0	0	0	0.83	accounting
0.23	5.0	245.0	5.0	low	0	0	0	0.59	hr
0.89	3.0	134.0	3.0	low	0	0	0	0.75	hr
0.98	4.0	273.0	2.0	low	0	0	0	0.91	hr
0.88	4.0	163.0	3.0	low	0	0	0	0.83	hr
0.87	3.0	152.0	4.0	low	0	0	0	0.52	technical
0.93	3.0	268.0	4.0	low	0	0	0	0.96	technical
0.13	5.0	149.0	2.0	low	0	0	0	0.95	technical
0.99	6.0	128.0	4.0	medium	0	0	0	0.56	technical
0.52	3.0	218.0	2.0	medium	0	0	1	0.51	technical
0.58	3.0	146.0	3.0	medium	0	0	0	0.98	technical
0.85	5.0	190.0	2.0	medium	0	0	1	0.57	technical
0.41	2.0	182.0	3.0	medium	0	0	0	0.59	technical
1.0	5.0	162.0	3.0	medium	0	0	1	0.8	technical
0.63	3.0	243.0	3.0	medium	0	0	0	0.64	technical
0.63	4.0	141.0	3.0	medium	0	0	1	0.58	technical
0.63	3.0	142.0	3.0	medium	0	0	0	0.9	support
0.59	3.0	203.0	4.0	medium	0	0	0	0.62	support
0.88	4.0	168.0	4.0	medium	0	0	0	0.77	support
0.72	3.0	149.0	3.0	medium	0	0	0	0.7	support
0.67	4.0	168.0	2.0	high	0	0	0	0.81	support
0.41	2.0	190.0	4.0	low	0	0	0	0.54	support
0.3	3.0	229.0	6.0	medium	0	0	0	0.68	support
0.83	3.0	249.0	2.0	medium	0	0	0	0.84	support
0.73	4.0	162.0	2.0	medium	0	0	1	0.93	support
0.87	4.0	163.0	2.0	medium	0	0	0	0.9	support
0.93	2.0	169.0	4.0	low	0	0	0	0.74	support
0.97	4.0	257.0	3.0	low	0	0	1	0.91	technical
0.7	4.0	150.0	4.0	low	0	0	0	0.54	technical
0.66	4.0	183.0	3.0	low	0	0	0	0.95	technical
0.62	3.0	208.0	3.0	low	0	0	0	0.66	management
0.56	4.0	158.0	2.0	low	0	0	0	0.52	IT
0.32	2.0	240.0	5.0	low	0	0	0	0.72	IT
0.55	5.0	251.0	3.0	low	0	0	0	0.81	IT
0.69	5.0	205.0	2.0	low	0	0	0	0.91	IT
0.91	4.0	226.0	3.0	low	0	0	1	0.63	IT
0.33	5.0	249.0	6.0	low	0	0	0	0.82	product_mng
0.37	2.0	197.0	3.0	low	0	0	0	0.74	product_mng
0.95	5.0	216.0	3.0	low	0	0	0	0.57	product_mng
0.17	4.0	260.0	5.0	low	0	0	0	0.91	product_mng
0.95	4.0	263.0	3.0	low	0	0	0	0.53	IT
0.27	2.0	177.0	5.0	low	0	0	0	0.69	RandD
0.91	4.0	171.0	3.0	low	0	0	0	0.95	RandD
0.49	3.0	148.0	2.0	low	0	0	1	0.61	RandD
0.6	4.0	138.0	3.0	low	0	0	0	0.56	RandD
0.52	4.0	183.0	3.0	low	0	0	0	0.57	RandD
0.54	3.0	202.0	3.0	low	0	0	0	0.65	marketing
0.86	4.0	160.0	2.0	medium	0	0	1	0.53	sales
0.78	4.0	264.0	3.0	medium	0	0	0	0.87	accounting
0.6	4.0	245.0	3.0	medium	0	0	1	0.81	support
0.15	2.0	207.0	3.0	medium	0	0	0	0.91	technical
0.72	3.0	225.0	3.0	medium	0	0	0	0.92	management
0.94	4.0	236.0	2.0	medium	0	0	0	0.85	marketing
0.92	4.0	170.0	3.0	medium	0	0	0	0.56	marketing
0.6	3.0	261.0	3.0	medium	0	0	1	0.88	marketing
0.41	4.0	273.0	3.0	medium	0	0	0	0.68	sales
0.5	3.0	184.0	2.0	medium	0	0	0	0.43	sales
0.8	3.0	202.0	2.0	medium	0	0	0	0.91	sales
0.67	4.0	195.0	3.0	medium	0	0	0	0.83	sales
0.71	4.0	266.0	3.0	high	0	0	0	0.88	sales
0.66	3.0	266.0	5.0	low	0	0	0	0.85	sales
0.77	5.0	263.0	2.0	medium	0	0	0	0.74	sales
0.62	3.0	142.0	2.0	medium	0	0	0	0.54	sales
0.95	4.0	162.0	3.0	medium	0	0	0	0.53	sales
0.89	5.0	258.0	2.0	medium	0	0	0	0.75	sales
0.74	4.0	170.0	2.0	low	0	0	0	0.83	sales
0.19	4.0	249.0	5.0	low	0	0	0	0.8	sales
0.83	3.0	171.0	3.0	low	0	0	0	0.77	sales
0.53	2.0	177.0	4.0	low	0	0	0	0.64	sales
0.98	5.0	188.0	2.0	low	0	0	0	0.75	sales
0.74	5.0	146.0	2.0	low	0	0	0	0.99	sales
0.22	5.0	154.0	5.0	low	0	0	0	0.88	sales
0.76	4.0	204.0	3.0	low	0	0	1	0.68	sales
0.89	5.0	224.0	3.0	low	0	0	1	0.91	sales
0.5	3.0	156.0	4.0	low	0	0	0	0.84	accounting
0.17	6.0	259.0	4.0	low	0	0	0	0.82	accounting
0.46	6.0	165.0	3.0	low	0	0	0	0.38	accounting
0.68	3.0	264.0	3.0	low	0	0	0	0.78	hr
0.77	4.0	215.0	2.0	low	0	0	0	0.86	hr
0.68	3.0	133.0	3.0	low	0	0	0	0.83	hr
0.15	4.0	220.0	4.0	low	0	0	0	0.7	hr
0.7	4.0	176.0	5.0	low	0	0	0	0.98	technical
0.66	4.0	103.0	2.0	low	0	0	0	0.96	technical
0.54	5.0	155.0	3.0	low	0	0	0	0.52	technical
0.57	4.0	141.0	3.0	low	0	0	0	0.57	technical
0.78	3.0	150.0	3.0	low	0	0	1	0.58	technical
0.14	5.0	171.0	6.0	medium	0	0	0	0.83	technical
0.73	4.0	179.0	3.0	medium	0	0	0	0.86	technical
0.65	4.0	145.0	2.0	medium	0	0	0	0.97	technical
0.31	3.0	176.0	3.0	medium	0	0	0	0.59	technical
0.77	2.0	172.0	2.0	medium	0	0	0	0.55	technical
0.68	3.0	243.0	4.0	medium	0	0	0	0.85	technical
0.79	4.0	209.0	2.0	medium	0	0	0	0.69	support
0.92	4.0	196.0	3.0	medium	0	0	0	0.62	support
0.77	6.0	225.0	4.0	medium	0	0	0	0.96	support
0.48	3.0	261.0	2.0	medium	0	0	0	0.89	support
0.63	4.0	157.0	2.0	medium	0	0	0	0.66	support
0.92	5.0	259.0	3.0	medium	0	0	1	0.49	support
0.5	4.0	224.0	6.0	high	0	0	0	0.85	support
0.52	5.0	193.0	2.0	low	0	0	0	0.91	support
0.73	4.0	157.0	3.0	medium	0	0	0	0.79	support
0.99	4.0	223.0	3.0	medium	0	0	0	0.87	support
0.91	3.0	188.0	3.0	medium	0	0	1	0.99	support
0.85	3.0	217.0	2.0	medium	0	0	0	0.79	technical
0.95	4.0	207.0	2.0	low	0	0	1	0.69	technical
0.67	3.0	153.0	4.0	low	0	0	0	0.85	technical
0.86	3.0	269.0	2.0	low	0	0	0	0.55	management
0.71	4.0	198.0	3.0	low	0	0	0	0.54	IT
0.99	4.0	102.0	5.0	low	0	0	0	0.95	IT
0.57	3.0	167.0	2.0	low	0	0	1	0.61	IT
0.98	3.0	252.0	2.0	low	0	0	0	0.72	IT
0.62	3.0	192.0	2.0	low	0	0	0	0.58	IT
0.74	5.0	237.0	4.0	low	0	0	0	0.79	product_mng
0.7	4.0	158.0	3.0	low	0	0	0	0.6	product_mng
0.8	3.0	260.0	3.0	low	0	0	0	0.93	product_mng
0.65	4.0	153.0	3.0	low	0	0	0	0.69	product_mng
0.53	3.0	233.0	4.0	low	0	0	0	0.52	IT
0.43	2.0	180.0	3.0	low	0	0	0	0.62	RandD
0.59	4.0	163.0	3.0	low	0	0	1	0.65	RandD
0.16	6.0	211.0	6.0	low	0	0	1	0.96	RandD
0.84	3.0	151.0	3.0	low	0	0	1	0.8	RandD
0.78	3.0	249.0	4.0	low	0	0	0	0.95	RandD
0.66	5.0	199.0	3.0	low	0	0	1	0.91	marketing
0.7	4.0	247.0	2.0	low	0	0	0	0.74	sales
0.73	4.0	174.0	3.0	low	0	0	0	0.63	accounting
0.65	4.0	268.0	4.0	medium	0	0	0	0.88	support
0.79	5.0	197.0	4.0	medium	0	0	0	0.59	technical
0.57	4.0	154.0	3.0	medium	0	0	1	0.68	management
