Mileage,EngineV,Registration,Year,Price,Body,Engine Type,Brand,Model
178.0,2.5,yes,2007.0,13000.0,van,Diesel,Volkswagen,T6 (Transporter)
115.0,1.6,yes,2007.0,8000.0,hatch,Petrol,Toyota,Corolla
1.0,2.0,yes,2016.0,56500.0,crossover,Diesel,BMW,X5
114.0,1.5,yes,2012.0,9700.0,vagon,Diesel,Renault,Kangoo
176.0,1.4,yes,2004.0,7300.0,hatch,Petrol,Mercedes-Benz,A 140
190.0,1.5,yes,2009.0,9000.0,vagon,Diesel,Renault,Megane
96.0,2.5,yes,2013.0,17900.0,sedan,Petrol,Volkswagen,Passat B7
147.0,2.0,yes,2007.0,10700.0,sedan,Petrol,Volkswagen,Passat B6
186.0,3.2,yes,2003.0,11600.0,sedan,Petrol,Mercedes-Benz,E-Class
275.0,2.5,yes,2008.0,15000.0,van,Diesel,Volkswagen,T5 (Transporter)
200.0,1.4,yes,2005.0,8350.0,hatch,Petrol,Volkswagen,Golf V
199.0,5.0,yes,1996.0,7700.0,sedan,Petrol,Mercedes-Benz,S 500
5.0,2.0,yes,2014.0,47000.0,other,Petrol,BMW,Z4
55.0,6.3,yes,2012.0,72000.0,sedan,Petrol,Audi,A8
149.0,3.0,yes,2008.0,17499.0,crossover,Gas,Mitsubishi,Pajero Wagon
141.0,1.5,yes,2013.0,11300.0,vagon,Diesel,Renault,Megane
168.0,1.6,yes,2008.0,8500.0,sedan,Petrol,Toyota,Corolla
212.0,2.2,yes,2008.0,14490.0,vagon,Diesel,Mercedes-Benz,E-Class
176.0,2.0,yes,2011.0,11999.0,van,Diesel,Volkswagen,T5 (Transporter)
217.0,1.6,yes,1997.0,4300.0,hatch,Gas,Volkswagen,Golf III
33.0,2.0,yes,2014.0,35500.0,crossover,Diesel,BMW,X1
421.0,1.3,yes,1988.0,2800.0,other,Gas,Toyota,Corolla
0.0,2.0,yes,2016.0,37976.25,sedan,Petrol,BMW,520
183.0,2.5,yes,2006.0,10500.0,van,Diesel,Renault,Trafic
1.0,4.5,yes,2016.0,74999.0,crossover,Diesel,Toyota,Land Cruiser 200
125.0,1.5,yes,2012.0,7300.0,van,Diesel,Renault,Kangoo
140.0,2.4,yes,2007.0,12200.0,crossover,Petrol,Mitsubishi,Outlander XL
0.0,4.5,yes,2016.0,19418.746935058713,crossover,Diesel,Toyota,Land Cruiser 200
199.0,2.2,yes,2009.0,13600.0,van,Diesel,Mercedes-Benz,Vito
280.0,2.3,yes,1992.0,5000.0,sedan,Gas,Audi,100
188.0,2.0,yes,2008.0,12800.0,other,Diesel,Renault,Trafic
184.0,2.0,yes,2012.0,12499.0,other,Diesel,Volkswagen,T6 (Transporter)
150.0,2.0,yes,1996.0,2800.0,sedan,Gas,Mitsubishi,Galant
200.0,1.5,yes,2007.0,7300.0,van,Diesel,Renault,Megane
82.0,2.0,yes,2007.0,6800.0,sedan,Petrol,Mitsubishi,Lancer
225.0,2.4,yes,2004.0,9500.0,crossover,Gas,Mitsubishi,Outlander
160.0,1.4,yes,2011.0,15900.0,hatch,Petrol,Audi,A3
180.0,1.9,yes,2010.0,8900.0,other,Diesel,Volkswagen,Caddy
90.0,2.5,yes,2012.0,16030.0,sedan,Gas,Toyota,Camry
170.0,2.0,yes,2011.0,28000.0,sedan,Diesel,BMW,520
222.0,2.5,yes,2005.0,10700.0,vagon,Diesel,Audi,A6
150.0,30.0,yes,2007.0,25000.0,crossover,Petrol,BMW,X5
230.0,2.0,yes,2000.0,7000.0,sedan,Gas,Mercedes-Benz,E-Class
260.0,2.5,yes,2008.0,8800.0,van,Diesel,Volkswagen,T5 (Transporter)
20.0,2.0,yes,2014.0,35000.0,crossover,Diesel,Volkswagen,Tiguan
200.0,2.7,yes,2006.0,8000.0,vagon,Diesel,Audi,A6
260.0,2.2,yes,2008.0,15400.0,sedan,Diesel,Mercedes-Benz,E-Class
325.0,1.8,yes,2003.0,7650.0,sedan,Gas,Volkswagen,Passat B5
52.0,2.0,yes,2008.0,10600.0,crossover,Petrol,Mitsubishi,Outlander
192.0,1.5,yes,2010.0,8200.0,vagon,Diesel,Renault,Logan
520.0,2.5,yes,1999.0,8700.0,other,Diesel,Volkswagen,T4 (Transporter)
29.0,2.0,yes,2016.0,45000.0,sedan,Diesel,BMW,520
258.0,2.5,yes,2001.0,5699.0,van,Diesel,Volkswagen,T4 (Transporter)
217.0,3.7,yes,2005.0,13200.0,van,Gas,Mercedes-Benz,Viano
70.0,2.0,yes,2013.0,11500.0,van,Diesel,Volkswagen,Caddy
233.0,28.0,no,1997.0,3300.0,sedan,Petrol,BMW,528
213.0,2.0,yes,2012.0,12700.0,van,Diesel,Volkswagen,T5 (Transporter)
176.0,3.0,yes,2008.0,19418.746935058713,other,Diesel,Mercedes-Benz,E-Class
62.0,1.4,yes,2012.0,12300.0,hatch,Petrol,Volkswagen,Polo
100.0,3.5,yes,2010.0,35500.0,sedan,Petrol,Mercedes-Benz,S 350
210.0,2.0,yes,2008.0,15500.0,sedan,Diesel,Audi,A4
109.0,2.2,yes,2012.0,33000.0,crossover,Diesel,Mercedes-Benz,GLK 220
173.0,2.2,yes,2011.0,19418.746935058713,van,Diesel,Mercedes-Benz,Vito
280.0,2.0,yes,1997.0,6500.0,sedan,Petrol,BMW,320
11.0,1.9,no,2000.0,2350.0,sedan,Other,Volkswagen,Passat B5
130.0,3.6,yes,2007.0,17900.0,crossover,Gas,Volkswagen,Touareg
160.0,3.0,yes,2010.0,34500.0,other,Diesel,BMW,X5
99.0,2.5,yes,2011.0,12300.0,sedan,Petrol,Renault,Latitude
193.0,3.5,yes,2006.0,20500.0,sedan,Other,Mercedes-Benz,CLS 350
30.0,4.4,yes,2014.0,75555.0,sedan,Petrol,BMW,M5
145.0,2.4,yes,2008.0,12800.0,sedan,Petrol,Toyota,Camry
360.0,2.2,yes,2008.0,12800.0,other,Diesel,Mercedes-Benz,Vito
327.0,3.7,yes,1997.0,6900.0,sedan,Petrol,Audi,A8
220.0,2.5,yes,2006.0,17200.0,crossover,Diesel,Volkswagen,Touareg
87.0,1.4,yes,2013.0,6800.0,sedan,Petrol,Renault,Symbol
80.0,4.2,yes,2004.0,14300.0,other,Petrol,Audi,A8
169.0,1.4,no,2013.0,11600.0,sedan,Gas,Volkswagen,Passat B7
231.0,2.5,yes,2002.0,11990.0,van,Diesel,Volkswagen,T4 (Transporter)
8.0,4.4,yes,2014.0,77777.0,sedan,Petrol,BMW,750
186.0,2.79073420738975,yes,1998.0,6800.0,sedan,Petrol,Mercedes-Benz,C-Class
300.0,1.8,yes,1987.0,2800.0,sedan,Other,BMW,318
65.0,1.8,yes,2011.0,28500.0,other,Petrol,Mercedes-Benz,E-Class
75.0,3.0,yes,2013.0,42700.0,crossover,Diesel,Audi,Q7
217.0,1.9,yes,2006.0,6950.0,other,Diesel,Volkswagen,Caddy
117.0,1.4,yes,2007.0,7300.0,hatch,Petrol,Volkswagen,Polo
25.0,3.0,yes,2014.0,19418.746935058713,sedan,Diesel,Mercedes-Benz,S 350
1.0,2.5,yes,2016.0,27565.2,crossover,Diesel,Mitsubishi,Pajero Sport
145.0,1.6,yes,2011.0,12900.0,vagon,Diesel,Volkswagen,Golf Variant
217.0,2.3,yes,1999.0,5900.0,sedan,Petrol,Volkswagen,Bora
111.0,1.4,no,1999.0,2600.0,hatch,Petrol,Mercedes-Benz,A 140
390.0,1.9,no,1998.0,2799.0,vagon,Diesel,Audi,A6
98.0,2.5,yes,2011.0,21000.0,crossover,Diesel,Mitsubishi,Pajero Sport
231.0,1.9,no,2002.0,4999.0,sedan,Diesel,Audi,A6
160.0,1.6,yes,2003.0,6900.0,sedan,Petrol,Volkswagen,Bora
366.0,3.2,yes,1991.0,5800.0,sedan,Gas,Mercedes-Benz,S 320
68.0,1.8,yes,2011.0,15700.0,other,Petrol,Mitsubishi,ASX
0.0,3.0,yes,2015.0,74500.0,crossover,Diesel,Volkswagen,Touareg
131.0,5.5,yes,2008.0,22900.0,sedan,Gas,Mercedes-Benz,S 500
96.0,3.5,yes,2010.0,32000.0,crossover,Petrol,Mercedes-Benz,ML 350
3.0,1.6,yes,2014.0,35300.0,sedan,Petrol,Mercedes-Benz,CLA 200
320.0,1.8,yes,2002.0,6900.0,sedan,Gas,Volkswagen,Passat B5
286.0,2.8,yes,2001.0,7000.0,sedan,Petrol,BMW,520
92.0,3.0,yes,2011.0,35800.0,crossover,Diesel,Volkswagen,Touareg
60.0,1.4,yes,2010.0,10700.0,hatch,Petrol,Volkswagen,Polo
194.0,3.0,yes,2007.0,23999.0,crossover,Petrol,BMW,X5
300.0,1.9,no,2000.0,2700.0,hatch,Diesel,Volkswagen,Golf IV
80.0,2.79073420738975,yes,2010.0,10000.0,sedan,Diesel,Mercedes-Benz,S 350
146.0,2.7,yes,2006.0,18200.0,crossover,Gas,Toyota,Land Cruiser Prado
325.0,2.5,no,2000.0,2450.0,vagon,Diesel,Audi,A6
123.0,1.4,yes,2010.0,15800.0,hatch,Petrol,Audi,A3
176.0,1.9,yes,2005.0,9400.0,vagon,Diesel,Volkswagen,Passat B5
230.0,1.6,yes,2005.0,5800.0,vagon,Petrol,Mitsubishi,Space Star
162.0,1.4,yes,2012.0,13499.0,sedan,Petrol,Volkswagen,Passat B7
0.0,2.0,yes,2016.0,39615.0,sedan,Diesel,Volkswagen,Passat B8
40.0,2.0,yes,2014.0,23300.0,crossover,Petrol,Toyota,Rav 4
217.0,1.9,no,1996.0,2100.0,sedan,Diesel,Audi,A4
350.0,99.99,yes,1992.0,3000.0,sedan,Other,BMW,520
337.0,2.3,yes,1988.0,2700.0,sedan,Gas,Mercedes-Benz,230
153.0,2.0,yes,2012.0,19418.746935058713,van,Diesel,Renault,Trafic
16.0,2.0,yes,2005.0,6700.0,van,Diesel,Volkswagen,Caddy
0.0,2.0,yes,2016.0,43163.25,crossover,Diesel,BMW,X1
186.0,22.0,no,2005.0,2750.0,hatch,Diesel,Renault,Laguna
92.0,2.2,yes,2013.0,28350.0,crossover,Diesel,Toyota,Rav 4
90.0,2.7,yes,2010.0,29500.0,crossover,Gas,Toyota,Land Cruiser Prado
15.0,4.39,yes,2015.0,19418.746935058713,crossover,Petrol,BMW,X5 M
258.0,1.9,yes,2004.0,8200.0,sedan,Diesel,Volkswagen,Passat B5
269.0,2.2,yes,2006.0,10999.0,other,Diesel,Mercedes-Benz,Sprinter 313
1.0,3.0,yes,2016.0,19418.746935058713,crossover,Diesel,Mercedes-Benz,GLS 350
19.0,1.2,yes,2013.0,8299.0,sedan,Petrol,Renault,Logan
105.0,2.5,yes,2013.0,20500.0,sedan,Petrol,Toyota,Camry
168.0,2.0,yes,2012.0,14500.0,van,Diesel,Volkswagen,T5 (Transporter)
135.0,3.5,yes,2009.0,17300.0,other,Gas,Toyota,Camry
105.0,5.5,yes,2006.0,18700.0,sedan,Petrol,Mercedes-Benz,S 500
38.0,1.33,yes,2014.0,13200.0,sedan,Petrol,Toyota,Corolla
200.0,1.3,yes,1991.0,2450.0,sedan,Gas,Volkswagen,Jetta
24.0,2.8,yes,2014.0,55000.0,hatch,Other,Audi,A7
135.0,2.4,yes,2006.0,20000.0,van,Gas,Toyota,Previa
266.0,1.9,yes,1993.0,4000.0,hatch,Diesel,Volkswagen,Golf III
120.0,3.0,yes,2008.0,16900.0,other,Petrol,Mitsubishi,Pajero Wagon
60.0,1.6,yes,2012.0,11450.0,sedan,Gas,Mitsubishi,Lancer X
236.0,5.0,yes,2000.0,24500.0,crossover,Petrol,Mercedes-Benz,G 500
64.0,2.0,yes,2011.0,12350.0,sedan,Gas,Renault,Fluence
239.0,2.3,yes,1996.0,6900.0,sedan,Petrol,Mercedes-Benz,E-Class
40.0,2.7,yes,2011.0,30500.0,crossover,Petrol,Toyota,Land Cruiser Prado
105.0,2.0,yes,2008.0,8800.0,sedan,Gas,Mitsubishi,Lancer X
249.0,2.5,yes,2004.0,9700.0,sedan,Diesel,Audi,A6
33.0,3.0,yes,2015.0,63500.0,crossover,Petrol,BMW,X5
96.0,2.0,yes,2008.0,8900.0,sedan,Petrol,Mitsubishi,Lancer X
210.0,1.8,no,1996.0,1950.0,vagon,Gas,Audi,A4
190.0,2.5,no,2003.0,4400.0,sedan,Diesel,Audi,A6
162.0,3.5,yes,2007.0,12450.0,sedan,Gas,Toyota,Camry
295.0,2.5,no,2000.0,3200.0,sedan,Diesel,Audi,A6
294.0,3.0,yes,2004.0,12600.0,sedan,Gas,Audi,A8
137.0,1.9,yes,2008.0,19418.746935058713,vagon,Diesel,Renault,Kangoo
225.0,2.0,yes,1995.0,4400.0,sedan,Gas,Mercedes-Benz,E-Class
111.0,2.5,yes,1989.0,3900.0,sedan,Diesel,Mercedes-Benz,E-Class
0.0,4.6,yes,2016.0,154999.0,crossover,Petrol,Mercedes-Benz,GLS 500
101.0,1.6,yes,2012.0,8499.0,sedan,Petrol,Volkswagen,Polo
230.0,2.2,yes,2001.0,8000.0,other,Diesel,Mercedes-Benz,Vito
250.0,1.9,no,2000.0,3500.0,hatch,Diesel,Volkswagen,Beetle
195.0,2.4,yes,2005.0,11900.0,sedan,Gas,Audi,A6
43.0,2.5,yes,2015.0,24800.0,sedan,Gas,Toyota,Camry
190.0,2.5,no,2002.0,3800.0,vagon,Diesel,Audi,A6
190.0,99.99,yes,1998.0,4800.0,sedan,Petrol,Volkswagen,Passat B5
230.0,1.9,yes,2006.0,7500.0,van,Diesel,Volkswagen,Caddy
270.0,2.8,yes,1998.0,8999.0,sedan,Petrol,BMW,528
326.0,2.4,yes,1995.0,5000.0,van,Diesel,Volkswagen,T4 (Transporter)
135.0,3.5,yes,2007.0,21000.0,crossover,Petrol,Mercedes-Benz,ML 350
142.0,1.9,yes,2007.0,4200.0,van,Diesel,Renault,Kangoo
160.0,3.2,yes,2007.0,18000.0,crossover,Diesel,Mitsubishi,Pajero Wagon
220.0,2.5,yes,2003.0,8500.0,van,Diesel,Volkswagen,T4 (Transporter)
232.0,1.8,yes,1997.0,3750.0,hatch,Petrol,Renault,Laguna
212.0,2.0,yes,2007.0,9000.0,other,Gas,Volkswagen,Caddy
235.0,3.2,no,2001.0,6300.0,crossover,Diesel,Mitsubishi,Pajero
297.0,2.2,yes,2000.0,8400.0,sedan,Petrol,BMW,320
190.0,2.79073420738975,yes,1998.0,5000.0,hatch,Petrol,Volkswagen,Golf IV
157.0,2.0,yes,2010.0,17000.0,van,Diesel,Volkswagen,T5 (Transporter)
240.0,1.8,yes,1991.0,3000.0,sedan,Petrol,Volkswagen,Jetta
114.0,4.7,yes,2007.0,21300.0,crossover,Petrol,Mercedes-Benz,GL 450
230.0,3.0,yes,2004.0,16500.0,crossover,Gas,BMW,X5
250.0,2.2,yes,2005.0,7300.0,other,Diesel,Mercedes-Benz,Sprinter 311
300.0,2.3,yes,1996.0,19418.746935058713,van,Diesel,Mercedes-Benz,Vito
300.0,3.0,yes,1999.0,2300.0,sedan,Diesel,Mercedes-Benz,E-Class
250.0,4.4,yes,1997.0,8200.0,sedan,Petrol,BMW,540
61.0,2.8,yes,2012.0,35000.0,sedan,Petrol,Audi,A6
193.0,1.9,yes,2002.0,7800.0,vagon,Diesel,Volkswagen,Passat B5
157.0,1.6,yes,2008.0,8200.0,hatch,Petrol,Volkswagen,Golf Plus
45.0,2.0,yes,2014.0,39999.0,crossover,Diesel,Audi,Q5
173.0,2.0,yes,2012.0,11900.0,other,Diesel,Renault,Trafic
276.0,2.7,no,2001.0,3600.0,sedan,Diesel,Mercedes-Benz,E-Class
201.0,1.8,yes,1991.0,3399.0,sedan,Petrol,Volkswagen,Passat B3
335.0,2.0,no,2000.0,2650.0,vagon,Petrol,BMW,320
103.0,1.5,yes,2007.0,11700.0,hatch,Petrol,Mercedes-Benz,A 150
180.0,2.79073420738975,no,2000.0,1600.0,hatch,Petrol,Mercedes-Benz,A 160
312.0,2.5,no,1999.0,2550.0,vagon,Diesel,BMW,525
220.0,2.0,yes,2008.0,19418.746935058713,van,Diesel,Renault,Trafic
367.0,3.2,no,2000.0,2550.0,vagon,Diesel,Mercedes-Benz,E-Class
32.0,1.8,yes,2014.0,31700.0,sedan,Petrol,Audi,A4
18.0,3.0,yes,2015.0,125000.0,sedan,Diesel,Mercedes-Benz,S 350
285.0,4.8,yes,2006.0,20500.0,crossover,Petrol,BMW,X5
200.0,2.4,no,2002.0,2600.0,other,Petrol,Mitsubishi,Lancer
250.0,2.5,no,2000.0,2500.0,vagon,Diesel,BMW,525
182.0,2.2,yes,2011.0,13200.0,van,Diesel,Mercedes-Benz,Vito
220.0,3.2,yes,2008.0,31000.0,crossover,Diesel,Mercedes-Benz,GL 320
118.0,2.0,yes,2013.0,30900.0,vagon,Petrol,Audi,A4 Allroad
167.0,1.6,yes,2003.0,4750.0,sedan,Petrol,Mitsubishi,Carisma
160.0,2.0,yes,2011.0,19418.746935058713,van,Diesel,Volkswagen,T6 (Transporter)
62.0,3.0,yes,2013.0,19418.746935058713,sedan,Petrol,Audi,A8
118.0,1.6,yes,2008.0,8950.0,hatch,Petrol,Toyota,Auris
177.0,1.5,yes,2007.0,8300.0,van,Diesel,Renault,Grand Scenic
360.0,2.5,yes,1997.0,6900.0,sedan,Diesel,Audi,A6
81.0,2.79073420738975,no,2013.0,5000.0,sedan,Other,Volkswagen,Passat B7
71.0,4.4,yes,2011.0,69999.0,crossover,Petrol,BMW,X5 M
255.0,1.9,no,2003.0,3250.0,sedan,Diesel,Volkswagen,Passat B5
91.0,1.4,yes,2010.0,11900.0,hatch,Petrol,Volkswagen,Golf VI
114.0,2.0,yes,1999.0,9600.0,other,Petrol,Mitsubishi,Eclipse
206.0,2.1,yes,2011.0,21200.0,vagon,Diesel,Mercedes-Benz,C-Class
0.0,4.5,yes,2016.0,102999.0,crossover,Diesel,Toyota,Land Cruiser 200
277.0,2.2,yes,2007.0,11900.0,van,Diesel,Mercedes-Benz,Vito
185.0,1.5,yes,2008.0,9999.0,van,Diesel,Renault,Kangoo
57.0,1.2,yes,2013.0,8500.0,sedan,Gas,Renault,Logan
385.0,2.4,yes,1997.0,6500.0,other,Diesel,Volkswagen,T4 (Transporter)
80.0,1.5,yes,2008.0,8700.0,sedan,Petrol,Mitsubishi,Lancer X
169.0,1.6,yes,2011.0,8599.0,van,Diesel,Volkswagen,Caddy
156.0,1.6,yes,2011.0,12700.0,hatch,Diesel,Volkswagen,Golf VI
135.0,2.0,yes,2007.0,7700.0,sedan,Gas,Mitsubishi,Lancer
90.0,2.79073420738975,no,2008.0,2020.0,other,Other,Mitsubishi,L 200
123.0,1.2,yes,2013.0,19418.746935058713,van,Petrol,Volkswagen,Caddy
150.0,2.4,yes,2007.0,8700.0,sedan,Gas,Mitsubishi,Galant
95.0,2.0,yes,2007.0,9300.0,sedan,Petrol,Mitsubishi,Lancer X
238.0,2.2,no,2001.0,3550.0,sedan,Diesel,Mercedes-Benz,E-Class
151.0,3.0,yes,2007.0,29800.0,crossover,Diesel,Audi,Q7
202.0,1.9,yes,2001.0,3900.0,van,Diesel,Renault,Kangoo
200.0,3.0,yes,2009.0,19418.746935058713,crossover,Diesel,BMW,X5
345.0,1.9,yes,2006.0,7000.0,van,Diesel,Volkswagen,T5 (Transporter)
70.0,2.0,yes,2009.0,17700.0,other,Petrol,Audi,TT
225.0,3.0,yes,2004.0,9999.0,sedan,Gas,Toyota,Camry
180.0,2.0,yes,2011.0,25300.0,hatch,Diesel,Audi,A5
175.0,2.0,yes,2010.0,22500.0,vagon,Gas,Audi,A4 Allroad
2.0,1.6,yes,2015.0,18600.0,sedan,Petrol,Volkswagen,Jetta
160.0,2.0,yes,2007.0,6999.0,sedan,Petrol,Mitsubishi,Lancer
281.0,4.2,yes,1999.0,16200.0,crossover,Diesel,Toyota,Land Cruiser 100
9.0,2.79073420738975,yes,2015.0,29999.0,hatch,Other,Mercedes-Benz,B-Class Electric Drive
320.0,4.2,yes,1999.0,18000.0,crossover,Diesel,Toyota,Land Cruiser 100
144.0,2.14,yes,2011.0,27300.0,sedan,Diesel,Mercedes-Benz,E-Class
550.0,1.6,yes,1989.0,2700.0,sedan,Gas,Toyota,Carina
218.0,3.0,no,2006.0,12000.0,crossover,Diesel,BMW,X5
2.0,2.79073420738975,yes,2015.0,39900.0,hatch,Other,Mercedes-Benz,B-Class Electric Drive
280.0,1.9,no,1997.0,1800.0,other,Diesel,Volkswagen,Passat B5
106.0,1.8,yes,2011.0,20500.0,sedan,Petrol,Audi,A4
1.0,1.4,yes,2014.0,10493.0,other,Petrol,Volkswagen,Polo
154.0,3.0,yes,2006.0,16800.0,sedan,Petrol,BMW,330
177.0,2.79073420738975,yes,2008.0,12500.0,sedan,Petrol,Volkswagen,Passat B6
238.0,3.0,no,2004.0,8200.0,sedan,Diesel,BMW,730
330.0,2.79073420738975,yes,1997.0,8000.0,sedan,Diesel,BMW,525
171.0,2.2,yes,2011.0,14500.0,van,Diesel,Mercedes-Benz,Vito
62.0,2.0,yes,2012.0,24500.0,crossover,Diesel,Volkswagen,Passat CC
96.0,2.4,yes,2008.0,13250.0,sedan,Gas,Toyota,Rav 4
250.0,3.0,yes,1998.0,6400.0,sedan,Gas,Toyota,Camry
135.0,5.5,yes,2008.0,29500.0,sedan,Petrol,Mercedes-Benz,S 550
1.0,5.0,yes,2015.0,69990.0,van,Diesel,Volkswagen,Multivan
110.0,2.5,no,2002.0,2600.0,vagon,Diesel,Audi,A6
500.0,1.9,yes,1995.0,4900.0,sedan,Diesel,Volkswagen,Passat B4
185.0,1.5,yes,2011.0,10500.0,vagon,Diesel,Renault,Megane
90.0,3.6,yes,2008.0,19418.746935058713,crossover,Petrol,Volkswagen,Touareg
1.0,2.0,yes,2015.0,27200.0,crossover,Diesel,Volkswagen,Tiguan
360.0,2.5,no,1989.0,1350.0,sedan,Diesel,Mercedes-Benz,E-Class
24.0,3.0,yes,2015.0,19418.746935058713,sedan,Diesel,Mercedes-Benz,S 350
139.0,2.4,yes,2008.0,13900.0,sedan,Other,Toyota,Camry
194.0,4.4,yes,2002.0,12800.0,sedan,Gas,BMW,745
135.0,4.0,yes,2007.0,21200.0,crossover,Gas,Toyota,Land Cruiser Prado
196.0,2.0,yes,2000.0,8700.0,sedan,Gas,Mercedes-Benz,E-Class
165.0,1.8,yes,2007.0,8800.0,sedan,Petrol,Toyota,Avensis
129.0,1.8,yes,2009.0,12900.0,sedan,Petrol,Toyota,Avensis
339.0,3.0,yes,2001.0,9500.0,sedan,Diesel,BMW,530
243.0,3.0,yes,2002.0,10700.0,sedan,Diesel,BMW,530
156.0,1.6,yes,2012.0,10800.0,van,Diesel,Volkswagen,Caddy
350.0,2.0,yes,1989.0,2400.0,hatch,Gas,Mitsubishi,Galant
132.0,1.5,yes,2012.0,13300.0,other,Diesel,Renault,Megane
85.0,3.0,yes,2010.0,34500.0,crossover,Petrol,BMW,X5
20.0,3.5,yes,2013.0,57000.0,other,Petrol,BMW,X6
146.0,1.5,yes,2012.0,7200.0,van,Diesel,Renault,Kangoo
69.0,2.5,yes,2014.0,23400.0,sedan,Gas,Toyota,Camry
215.0,55.0,no,2001.0,6500.0,sedan,Petrol,Mercedes-Benz,S 55
59.0,3.0,yes,2014.0,48000.0,crossover,Diesel,Toyota,Land Cruiser Prado
325.0,2.79073420738975,no,2005.0,6800.0,sedan,Other,BMW,525
1.0,1.4,yes,2012.0,4200.0,sedan,Petrol,Volkswagen,Golf VI
340.0,2.4,yes,1998.0,6200.0,other,Gas,Mercedes-Benz,E-Class
2.0,4.4,yes,2016.0,137000.0,crossover,Petrol,BMW,X5 M
250.0,2.79073420738975,no,1994.0,1300.0,sedan,Gas,Audi,80
225.0,2.5,no,1997.0,2900.0,sedan,Petrol,BMW,523
199.0,2.2,yes,2011.0,12700.0,other,Diesel,Mercedes-Benz,Vito
140.0,4.2,yes,2007.0,16999.0,vagon,Petrol,Audi,A6 Allroad
0.0,1.6,yes,2016.0,13972.07,sedan,Petrol,Volkswagen,Polo
95.0,6.2,yes,2011.0,41900.0,sedan,Petrol,Mercedes-Benz,S 500
227.0,1.5,yes,2005.0,6650.0,vagon,Diesel,Renault,Megane
280.0,2.4,yes,2003.0,9200.0,other,Petrol,Mercedes-Benz,E-Class
250.0,2.5,yes,2006.0,15300.0,sedan,Petrol,BMW,525
100.0,1.6,yes,1988.0,1450.0,van,Diesel,Volkswagen,T3 (Transporter)
278.0,1.9,yes,2005.0,5900.0,van,Diesel,Volkswagen,Caddy
400.0,2.0,yes,1987.0,4100.0,sedan,Diesel,Mercedes-Benz,190
282.0,3.2,yes,1993.0,4900.0,sedan,Gas,Mercedes-Benz,E-Class
260.0,3.0,yes,2004.0,12900.0,vagon,Diesel,BMW,330
73.0,4.0,yes,2009.0,33333.0,vagon,Gas,Toyota,FJ Cruiser
127.0,1.39,yes,2007.0,7200.0,hatch,Petrol,Volkswagen,Polo
1.0,3.0,yes,2014.0,77777.0,crossover,Diesel,BMW,X6
175.0,1.4,no,2000.0,2300.0,hatch,Petrol,Mercedes-Benz,A 140
235.0,3.2,yes,2005.0,13000.0,crossover,Gas,Volkswagen,Touareg
318.0,1.9,yes,1993.0,3000.0,van,Diesel,Volkswagen,T4 (Transporter)
92.0,1.5,yes,2013.0,7999.0,van,Diesel,Renault,Kangoo
250.0,2.2,yes,2005.0,11000.0,van,Diesel,Mercedes-Benz,Vito
23.0,4.4,yes,2014.0,81000.0,sedan,Petrol,BMW,M5
304.0,1.9,no,2000.0,3800.0,sedan,Gas,BMW,318
280.0,2.5,yes,1985.0,4300.0,other,Petrol,BMW,325
340.0,2.8,yes,1992.0,4400.0,sedan,Gas,Audi,100
320.0,2.5,no,2002.0,3150.0,vagon,Diesel,Audi,A6
287.0,2.5,yes,2004.0,10900.0,other,Other,Volkswagen,T5 (Transporter)
305.0,2.79073420738975,yes,2004.0,6400.0,van,Diesel,Volkswagen,Caddy
250.0,2.5,no,2001.0,3050.0,vagon,Other,Audi,A6
0.0,2.0,yes,2014.0,30385.0,vagon,Diesel,Volkswagen,Touran
170.0,4.8,yes,2008.0,20999.0,crossover,Petrol,BMW,X5
255.0,1.9,no,1998.0,1500.0,sedan,Diesel,Volkswagen,Polo
120.0,2.0,yes,2008.0,19418.746935058713,crossover,Gas,Mitsubishi,Outlander
200.0,2.0,yes,1999.0,8500.0,vagon,Petrol,Toyota,Vista
115.0,1.6,yes,2008.0,9200.0,sedan,Gas,Toyota,Corolla
49.0,3.5,yes,2011.0,20800.0,sedan,Petrol,Toyota,Camry
206.0,1.9,yes,2005.0,8100.0,van,Diesel,Renault,Trafic
104.0,1.8,yes,2010.0,13500.0,sedan,Petrol,Volkswagen,Passat B6
218.0,1.5,yes,2006.0,4900.0,van,Diesel,Renault,Kangoo
136.0,1.4,yes,2001.0,6600.0,hatch,Gas,Volkswagen,Golf IV
245.0,2.8,no,1996.0,1450.0,crossover,Diesel,Mitsubishi,Pajero
320.0,1.8,yes,1989.0,3600.0,sedan,Gas,Volkswagen,Passat B3
51.0,2.5,yes,2014.0,24000.0,sedan,Gas,Toyota,Camry
130.0,2.4,yes,2008.0,12700.0,sedan,Petrol,Toyota,Camry
315.0,5.0,yes,2004.0,14500.0,other,Gas,Mercedes-Benz,CL 500
200.0,1.8,no,1999.0,2299.0,sedan,Petrol,BMW,318
234.0,3.5,yes,1999.0,8900.0,sedan,Gas,BMW,735
152.0,3.0,yes,2012.0,30500.0,vagon,Diesel,Audi,A6
370.0,3.2,no,2002.0,4000.0,sedan,Diesel,Mercedes-Benz,E-Class
137.0,2.4,yes,2008.0,12900.0,sedan,Petrol,Toyota,Camry
200.0,1.8,yes,1989.0,3300.0,sedan,Petrol,Volkswagen,Passat B3
178.0,1.8,yes,2007.0,9800.0,sedan,Petrol,Toyota,Avensis
