age	job	marital	month	education	default	housing	loan	contact	day_of_week	duration	campaign	pdays	previous	poutcome	emp.var.rate	cons.price.idx	cons.conf.idx	euribor3m	nr.employed	y
35.0	blue-collar	divorced	may	basic.9y	no	no	yes	telephone	tue	131.0	1.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.856	5191.0	no
34.0	management	married	may	university.degree	unknown	yes	no	cellular	thu	281.0	1.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.327	5099.1	no
39.0	admin.	single	apr	high.school	no	no	no	cellular	fri	297.0	1.0	999.0	0.0	nonexistent	-1.8	93.075	-47.1	1.405	5099.1	no
40.0	management	married	nov	unknown	no	yes	no	cellular	thu	165.0	1.0	999.0	1.0	failure	-0.1	93.2	-42.0	4.076	5195.8	no
40.0	admin.	married	aug	university.degree	no	yes	yes	cellular	tue	117.0	1.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.966	5228.1	no
54.0	blue-collar	married	jul	basic.4y	unknown	yes	yes	cellular	thu	71.0	5.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	no
25.0	admin.	single	jun	university.degree	no	no	no	telephone	mon	94.0	2.0	999.0	0.0	nonexistent	-2.9	92.963	-40.8	1.26	5076.2	no
40.0	unemployed	married	sep	professional.course	no	yes	no	cellular	fri	155.0	3.0	999.0	0.0	nonexistent	-3.4	92.379	-29.8	0.773	5017.5	no
49.0	blue-collar	married	jun	basic.4y	unknown	no	no	telephone	thu	67.0	3.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.958	5228.1	no
41.0	admin.	married	sep	unknown	no	yes	no	cellular	thu	228.0	1.0	999.0	1.0	failure	-1.1	94.199	-37.5	0.879	4963.6	no
32.0	admin.	married	jul	high.school	no	no	no	cellular	mon	549.0	2.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.96	5228.1	no
44.0	admin.	divorced	jun	university.degree	no	no	no	telephone	fri	39.0	2.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.959	5228.1	no
41.0	admin.	married	jul	university.degree	no	no	no	cellular	mon	1360.0	3.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.96	5228.1	yes
30.0	technician	single	aug	university.degree	no	yes	yes	cellular	tue	433.0	2.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.966	5228.1	no
27.0	blue-collar	single	may	basic.9y	no	yes	no	cellular	tue	352.0	1.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.344	5099.1	no
41.0	blue-collar	married	may	basic.4y	no	yes	no	telephone	wed	152.0	3.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.856	5191.0	no
36.0	blue-collar	married	may	basic.9y	unknown	yes	no	telephone	wed	38.0	1.0	999.0	1.0	failure	-1.8	92.893	-46.2	1.281	5099.1	no
54.0	entrepreneur	married	nov	professional.course	no	yes	yes	cellular	tue	134.0	1.0	999.0	0.0	nonexistent	-0.1	93.2	-42.0	4.153	5195.8	no
30.0	blue-collar	single	may	professional.course	no	no	no	cellular	tue	165.0	1.0	999.0	1.0	failure	-1.8	93.876	-40.0	0.668	5008.7	no
25.0	student	single	aug	unknown	unknown	yes	no	cellular	fri	81.0	1.0	999.0	1.0	failure	-2.9	92.201	-31.4	0.825	5076.2	no
42.0	management	married	nov	high.school	no	no	no	cellular	thu	59.0	2.0	999.0	0.0	nonexistent	-0.1	93.2	-42.0	4.076	5195.8	no
36.0	services	divorced	may	basic.9y	no	yes	no	cellular	tue	255.0	2.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.291	5099.1	no
45.0	admin.	married	may	university.degree	unknown	yes	no	telephone	tue	99.0	6.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
38.0	technician	married	may	university.degree	unknown	no	no	telephone	thu	257.0	2.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.855	5191.0	no
38.0	admin.	single	may	professional.course	no	no	no	telephone	mon	160.0	1.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
34.0	blue-collar	married	jun	basic.4y	no	no	no	telephone	fri	78.0	2.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.967	5228.1	no
44.0	admin.	married	may	basic.9y	unknown	no	no	cellular	wed	217.0	3.0	999.0	1.0	failure	-1.8	92.893	-46.2	1.334	5099.1	no
37.0	services	single	may	basic.9y	no	no	no	cellular	tue	37.0	1.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.344	5099.1	no
39.0	blue-collar	single	may	basic.9y	no	no	no	telephone	tue	650.0	3.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.856	5191.0	yes
57.0	admin.	married	jul	university.degree	no	no	no	cellular	mon	230.0	1.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.96	5228.1	no
34.0	technician	married	jul	professional.course	unknown	yes	no	cellular	wed	64.0	4.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.963	5228.1	no
25.0	admin.	married	jun	unknown	no	no	no	telephone	mon	112.0	1.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.865	5228.1	no
52.0	admin.	married	apr	high.school	no	yes	no	cellular	thu	152.0	2.0	999.0	1.0	failure	-1.8	93.075	-47.1	1.435	5099.1	no
23.0	technician	single	may	high.school	no	no	no	cellular	thu	104.0	1.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.266	5099.1	no
57.0	technician	married	may	basic.4y	unknown	no	no	telephone	tue	101.0	1.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
50.0	admin.	married	nov	university.degree	no	no	no	cellular	fri	206.0	1.0	999.0	0.0	nonexistent	-0.1	93.2	-42.0	4.021	5195.8	no
46.0	technician	married	jun	professional.course	no	no	yes	telephone	mon	63.0	1.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.865	5228.1	no
43.0	blue-collar	single	may	basic.4y	unknown	no	no	telephone	wed	339.0	3.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.858	5191.0	no
38.0	management	divorced	nov	university.degree	no	no	no	cellular	mon	136.0	2.0	999.0	1.0	failure	-0.1	93.2	-42.0	4.191	5195.8	no
53.0	admin.	single	may	basic.6y	no	yes	yes	telephone	mon	148.0	2.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
35.0	self-employed	unknown	nov	university.degree	no	no	no	cellular	thu	221.0	1.0	999.0	0.0	nonexistent	-0.1	93.2	-42.0	4.076	5195.8	no
28.0	services	married	jul	high.school	no	no	no	cellular	tue	289.0	1.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	no
25.0	blue-collar	single	may	basic.9y	no	yes	no	telephone	wed	155.0	1.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.859	5191.0	no
56.0	services	divorced	may	high.school	unknown	no	no	telephone	thu	311.0	5.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.86	5191.0	no
56.0	technician	married	jul	university.degree	unknown	no	no	cellular	mon	17.0	19.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.96	5228.1	no
33.0	services	single	jun	high.school	no	yes	no	telephone	thu	326.0	5.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.961	5228.1	no
31.0	housemaid	single	aug	professional.course	unknown	yes	yes	cellular	tue	213.0	1.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.966	5228.1	no
48.0	admin.	divorced	aug	university.degree	no	no	no	cellular	thu	544.0	1.0	999.0	0.0	nonexistent	-1.7	94.027	-38.3	0.904	4991.6	yes
45.0	self-employed	divorced	jun	university.degree	no	yes	yes	telephone	mon	173.0	1.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.961	5228.1	no
24.0	blue-collar	married	oct	basic.9y	no	yes	no	cellular	fri	160.0	1.0	999.0	0.0	nonexistent	-3.4	92.431	-26.9	0.72	5017.5	no
33.0	blue-collar	married	may	basic.9y	no	yes	yes	cellular	tue	341.0	1.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.291	5099.1	no
38.0	admin.	married	apr	high.school	unknown	no	no	telephone	mon	121.0	4.0	999.0	0.0	nonexistent	-1.8	93.075	-47.1	1.405	5099.1	no
48.0	housemaid	married	aug	basic.4y	unknown	no	yes	cellular	mon	148.0	1.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.97	5228.1	no
28.0	entrepreneur	married	may	basic.9y	unknown	no	no	cellular	fri	22.0	5.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.25	5099.1	no
50.0	self-employed	married	may	basic.4y	unknown	unknown	unknown	telephone	wed	153.0	3.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.856	5191.0	no
29.0	admin.	married	jun	university.degree	no	yes	yes	telephone	wed	281.0	3.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.958	5228.1	no
38.0	blue-collar	married	may	basic.6y	no	no	no	telephone	mon	177.0	3.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
18.0	student	single	aug	unknown	no	yes	yes	telephone	wed	297.0	1.0	999.0	0.0	nonexistent	-1.7	94.027	-38.3	0.9	4991.6	no
31.0	unemployed	married	may	basic.9y	no	yes	no	telephone	wed	43.0	1.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.281	5099.1	no
34.0	blue-collar	married	jul	basic.9y	no	yes	no	cellular	wed	487.0	5.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.963	5228.1	no
38.0	admin.	married	jun	university.degree	no	yes	no	telephone	tue	43.0	9.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.961	5228.1	no
57.0	admin.	single	may	high.school	no	yes	no	telephone	mon	26.0	5.0	12.0	1.0	success	-1.8	92.893	-46.2	1.244	5099.1	no
35.0	technician	divorced	may	unknown	no	yes	yes	telephone	wed	432.0	1.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.856	5191.0	no
77.0	retired	divorced	aug	professional.course	no	no	no	cellular	mon	258.0	1.0	999.0	0.0	nonexistent	-1.7	94.027	-38.3	0.898	4991.6	no
29.0	blue-collar	single	jul	basic.9y	unknown	yes	yes	cellular	tue	532.0	1.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.961	5228.1	no
46.0	management	married	jul	university.degree	no	no	yes	cellular	fri	153.0	2.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	no
21.0	student	single	jun	high.school	no	yes	yes	cellular	wed	286.0	2.0	999.0	0.0	nonexistent	-1.7	94.055	-39.8	0.767	4991.6	yes
43.0	management	married	aug	university.degree	no	no	no	cellular	mon	75.0	1.0	999.0	0.0	nonexistent	-2.9	92.201	-31.4	0.861	5076.2	no
43.0	admin.	married	jul	basic.9y	unknown	no	no	cellular	thu	294.0	2.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.958	5228.1	no
31.0	technician	married	oct	university.degree	no	no	no	cellular	tue	146.0	2.0	12.0	3.0	failure	-1.1	94.601	-49.5	0.982	4963.6	no
39.0	student	single	jun	unknown	no	yes	no	telephone	tue	367.0	1.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.961	5228.1	no
44.0	technician	single	jul	university.degree	no	no	yes	cellular	fri	228.0	2.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.963	5228.1	no
32.0	services	single	may	high.school	no	yes	no	cellular	wed	53.0	1.0	999.0	1.0	failure	-1.8	92.893	-46.2	1.281	5099.1	no
43.0	self-employed	single	may	high.school	unknown	no	no	cellular	wed	79.0	1.0	999.0	1.0	failure	-1.8	92.893	-46.2	1.281	5099.1	no
48.0	services	married	sep	high.school	no	no	no	telephone	tue	11.0	1.0	999.0	0.0	nonexistent	-1.1	94.199	-37.5	0.881	4963.6	no
28.0	blue-collar	single	may	basic.6y	no	no	no	telephone	fri	557.0	1.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.855	5191.0	no
36.0	blue-collar	married	may	basic.9y	no	yes	yes	cellular	wed	55.0	1.0	999.0	1.0	failure	-1.8	92.893	-46.2	1.281	5099.1	no
52.0	self-employed	divorced	nov	basic.9y	no	yes	no	cellular	thu	26.0	5.0	999.0	1.0	failure	-0.1	93.2	-42.0	4.076	5195.8	no
34.0	services	single	may	high.school	no	yes	no	cellular	thu	541.0	3.0	999.0	1.0	failure	-1.8	92.893	-46.2	1.327	5099.1	no
37.0	admin.	married	may	high.school	no	yes	no	telephone	mon	115.0	4.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
25.0	admin.	single	may	university.degree	no	no	no	cellular	wed	101.0	1.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.334	5099.1	no
48.0	technician	divorced	aug	professional.course	no	no	no	cellular	tue	69.0	1.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.968	5228.1	no
36.0	self-employed	single	may	professional.course	no	yes	no	telephone	mon	113.0	4.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
27.0	technician	single	may	professional.course	no	no	no	telephone	tue	148.0	1.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
34.0	blue-collar	married	apr	basic.9y	no	yes	no	cellular	mon	151.0	2.0	999.0	0.0	nonexistent	-1.8	93.075	-47.1	1.405	5099.1	no
42.0	services	married	apr	high.school	no	yes	yes	telephone	fri	73.0	1.0	999.0	1.0	failure	-1.8	93.075	-47.1	1.405	5099.1	no
37.0	blue-collar	married	jul	basic.9y	unknown	yes	no	cellular	thu	117.0	1.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.958	5228.1	no
41.0	blue-collar	married	jun	basic.9y	unknown	no	no	telephone	thu	142.0	2.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.866	5228.1	no
51.0	blue-collar	married	nov	basic.9y	unknown	yes	no	cellular	tue	62.0	1.0	999.0	0.0	nonexistent	-0.1	93.2	-42.0	4.153	5195.8	no
27.0	admin.	married	jul	high.school	unknown	no	no	cellular	thu	84.0	3.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.968	5228.1	no
35.0	admin.	single	jul	university.degree	no	yes	no	cellular	fri	199.0	1.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.957	5228.1	no
31.0	services	divorced	nov	high.school	no	yes	yes	cellular	mon	90.0	1.0	999.0	0.0	nonexistent	-0.1	93.2	-42.0	4.191	5195.8	no
31.0	blue-collar	single	sep	basic.9y	no	yes	no	telephone	mon	5.0	1.0	999.0	0.0	nonexistent	-1.1	94.199	-37.5	0.879	4963.6	no
31.0	blue-collar	married	jul	basic.9y	no	no	no	telephone	tue	280.0	6.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.961	5228.1	no
64.0	unknown	married	aug	unknown	no	yes	no	telephone	fri	239.0	4.0	999.0	0.0	nonexistent	-1.7	94.027	-38.3	0.905	4991.6	yes
33.0	management	married	may	university.degree	no	yes	no	cellular	tue	35.0	6.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.344	5099.1	no
41.0	blue-collar	married	apr	basic.4y	unknown	yes	no	cellular	fri	150.0	2.0	999.0	1.0	failure	-1.8	93.075	-47.1	1.405	5099.1	no
34.0	admin.	single	jun	high.school	no	no	no	telephone	tue	423.0	1.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.961	5228.1	no
41.0	admin.	married	nov	basic.9y	no	yes	no	cellular	wed	135.0	1.0	999.0	0.0	nonexistent	-0.1	93.2	-42.0	4.12	5195.8	no
36.0	blue-collar	married	nov	basic.6y	no	yes	no	cellular	wed	70.0	1.0	999.0	0.0	nonexistent	-0.1	93.2	-42.0	4.12	5195.8	no
59.0	retired	married	jun	professional.course	unknown	yes	no	telephone	wed	59.0	8.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.959	5228.1	no
56.0	management	married	jun	basic.9y	no	yes	no	telephone	tue	941.0	3.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.864	5228.1	yes
59.0	retired	married	may	professional.course	no	no	no	telephone	thu	422.0	3.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.86	5191.0	no
32.0	admin.	single	nov	university.degree	no	unknown	unknown	cellular	fri	59.0	1.0	999.0	0.0	nonexistent	-0.1	93.2	-42.0	4.021	5195.8	no
40.0	technician	married	may	basic.9y	no	yes	no	telephone	tue	34.0	3.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
38.0	admin.	married	nov	university.degree	no	yes	no	cellular	tue	64.0	1.0	3.0	3.0	success	-3.4	92.649	-30.1	0.715	5017.5	yes
34.0	admin.	married	may	professional.course	no	yes	no	telephone	tue	248.0	2.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.856	5191.0	no
41.0	unknown	married	aug	unknown	no	no	no	cellular	mon	258.0	2.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.97	5228.1	no
33.0	admin.	single	jul	high.school	no	no	no	cellular	mon	31.0	1.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.96	5228.1	no
31.0	technician	single	aug	high.school	no	yes	yes	cellular	wed	113.0	2.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.967	5228.1	no
29.0	blue-collar	divorced	may	basic.9y	no	yes	no	cellular	wed	168.0	4.0	999.0	1.0	failure	-1.8	92.893	-46.2	1.281	5099.1	no
38.0	admin.	single	jun	basic.9y	unknown	yes	no	telephone	wed	247.0	5.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.962	5228.1	no
24.0	admin.	single	mar	high.school	no	yes	yes	cellular	wed	224.0	1.0	999.0	0.0	nonexistent	-1.8	92.843	-50.0	1.602	5099.1	yes
34.0	admin.	single	may	basic.6y	no	no	no	cellular	thu	22.0	11.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.327	5099.1	no
27.0	admin.	married	may	high.school	no	yes	yes	cellular	thu	201.0	1.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.266	5099.1	no
32.0	blue-collar	married	may	high.school	no	no	no	cellular	fri	319.0	1.0	999.0	1.0	failure	-1.8	92.893	-46.2	1.313	5099.1	no
49.0	admin.	married	jul	high.school	no	yes	no	cellular	fri	59.0	2.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.963	5228.1	no
36.0	technician	divorced	jul	basic.9y	no	no	no	telephone	wed	372.0	1.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	no
46.0	blue-collar	single	jul	basic.9y	unknown	yes	no	cellular	thu	155.0	1.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.963	5228.1	no
47.0	services	divorced	may	high.school	no	yes	no	telephone	tue	313.0	1.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
37.0	services	married	may	high.school	unknown	yes	yes	telephone	thu	73.0	3.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.86	5191.0	no
31.0	services	married	may	high.school	no	unknown	unknown	cellular	thu	582.0	2.0	999.0	1.0	failure	-1.8	92.893	-46.2	1.327	5099.1	no
36.0	technician	married	may	university.degree	no	yes	yes	telephone	tue	232.0	4.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.856	5191.0	no
30.0	technician	single	sep	university.degree	no	yes	no	cellular	fri	173.0	2.0	15.0	4.0	failure	-1.1	94.199	-37.5	0.879	4963.6	yes
32.0	entrepreneur	married	nov	high.school	no	yes	no	cellular	wed	100.0	1.0	999.0	1.0	failure	-0.1	93.2	-42.0	4.12	5195.8	no
54.0	management	married	jun	university.degree	no	yes	no	cellular	wed	42.0	1.0	999.0	0.0	nonexistent	-2.9	92.963	-40.8	1.26	5076.2	no
51.0	blue-collar	married	may	basic.9y	no	no	yes	telephone	fri	653.0	1.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.855	5191.0	yes
28.0	technician	divorced	jul	university.degree	no	yes	no	cellular	wed	136.0	1.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	no
54.0	management	married	may	university.degree	no	no	no	cellular	mon	397.0	1.0	999.0	1.0	failure	-1.8	92.893	-46.2	1.264	5099.1	yes
31.0	admin.	married	may	high.school	unknown	yes	no	telephone	tue	101.0	13.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.856	5191.0	no
57.0	admin.	married	may	basic.6y	no	no	no	cellular	fri	259.0	1.0	999.0	1.0	failure	-1.8	92.893	-46.2	1.259	5099.1	no
49.0	unemployed	married	jun	professional.course	no	no	no	cellular	fri	317.0	1.0	999.0	0.0	nonexistent	-2.9	92.963	-40.8	1.268	5076.2	no
45.0	blue-collar	married	may	basic.6y	unknown	yes	no	telephone	wed	157.0	3.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
33.0	management	married	apr	university.degree	unknown	yes	yes	cellular	tue	258.0	8.0	999.0	0.0	nonexistent	-1.8	93.075	-47.1	1.423	5099.1	no
53.0	services	married	may	university.degree	no	no	no	cellular	fri	136.0	1.0	999.0	1.0	failure	-1.8	92.893	-46.2	1.25	5099.1	no
26.0	student	single	mar	basic.9y	no	yes	no	cellular	mon	1447.0	2.0	999.0	0.0	nonexistent	-1.8	92.843	-50.0	1.811	5099.1	yes
31.0	technician	married	aug	university.degree	no	no	no	cellular	thu	56.0	2.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.964	5228.1	no
32.0	blue-collar	married	may	basic.9y	no	yes	no	telephone	tue	999.0	3.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.856	5191.0	no
29.0	technician	married	jul	high.school	unknown	no	no	cellular	thu	321.0	1.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.958	5228.1	no
31.0	technician	single	aug	high.school	no	no	no	cellular	tue	191.0	1.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.966	5228.1	no
29.0	student	single	may	unknown	no	no	no	telephone	mon	1143.0	4.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.299	5099.1	no
49.0	blue-collar	married	may	basic.9y	unknown	no	yes	telephone	wed	667.0	3.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
26.0	admin.	single	may	university.degree	no	yes	yes	cellular	tue	15.0	7.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.291	5099.1	no
43.0	blue-collar	married	may	unknown	unknown	no	yes	telephone	wed	73.0	1.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.859	5191.0	no
56.0	retired	married	may	basic.9y	no	yes	yes	telephone	wed	71.0	4.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.856	5191.0	no
29.0	admin.	single	aug	university.degree	no	yes	no	cellular	thu	228.0	3.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.968	5228.1	no
31.0	technician	married	nov	basic.9y	no	yes	no	cellular	wed	17.0	5.0	999.0	1.0	failure	-0.1	93.2	-42.0	4.12	5195.8	no
50.0	blue-collar	married	jul	basic.9y	unknown	yes	no	cellular	tue	215.0	3.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.961	5228.1	no
37.0	technician	married	jul	professional.course	no	yes	no	telephone	tue	242.0	6.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.955	5228.1	no
42.0	blue-collar	married	may	basic.4y	unknown	yes	yes	telephone	mon	105.0	1.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
30.0	services	married	nov	basic.9y	unknown	yes	no	cellular	mon	209.0	1.0	999.0	0.0	nonexistent	-0.1	93.2	-42.0	4.191	5195.8	no
25.0	blue-collar	married	jul	basic.6y	unknown	yes	no	cellular	thu	59.0	3.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.958	5228.1	no
35.0	self-employed	single	nov	university.degree	no	no	yes	cellular	wed	197.0	1.0	3.0	1.0	success	-0.1	93.2	-42.0	4.12	5195.8	no
37.0	entrepreneur	married	nov	high.school	unknown	no	no	cellular	thu	68.0	1.0	999.0	1.0	failure	-0.1	93.2	-42.0	4.076	5195.8	no
30.0	entrepreneur	married	nov	high.school	no	yes	no	cellular	wed	164.0	3.0	999.0	0.0	nonexistent	-0.1	93.2	-42.0	4.12	5195.8	no
33.0	blue-collar	married	may	basic.6y	unknown	yes	yes	telephone	fri	1132.0	2.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.855	5191.0	yes
36.0	technician	married	may	university.degree	no	no	no	telephone	wed	146.0	2.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
46.0	services	married	may	high.school	no	no	no	telephone	tue	60.0	3.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
51.0	unemployed	married	jun	basic.6y	no	no	no	cellular	thu	280.0	2.0	999.0	1.0	failure	-2.9	92.963	-40.8	1.26	5076.2	yes
33.0	technician	single	aug	professional.course	no	yes	no	cellular	tue	396.0	2.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.966	5228.1	yes
26.0	entrepreneur	married	may	unknown	no	no	no	telephone	fri	194.0	3.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.855	5191.0	no
40.0	blue-collar	divorced	may	high.school	unknown	no	no	telephone	thu	155.0	6.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.86	5191.0	no
25.0	blue-collar	single	may	high.school	no	no	no	cellular	fri	1068.0	3.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.25	5099.1	yes
38.0	management	married	may	basic.9y	unknown	no	no	telephone	fri	772.0	1.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.855	5191.0	yes
54.0	admin.	single	may	university.degree	no	no	no	cellular	mon	337.0	1.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.264	5099.1	yes
50.0	admin.	married	jul	basic.6y	no	yes	no	cellular	wed	137.0	1.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.963	5228.1	no
36.0	management	married	may	university.degree	no	yes	no	cellular	mon	7.0	6.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.354	5099.1	no
43.0	admin.	single	aug	university.degree	no	yes	no	cellular	fri	213.0	2.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.963	5228.1	no
57.0	management	divorced	apr	university.degree	unknown	no	no	cellular	mon	322.0	2.0	999.0	0.0	nonexistent	-1.8	93.075	-47.1	1.405	5099.1	no
38.0	blue-collar	married	may	basic.4y	no	no	no	cellular	wed	161.0	1.0	999.0	1.0	failure	-1.8	92.893	-46.2	1.334	5099.1	no
27.0	admin.	single	may	high.school	no	yes	no	telephone	fri	137.0	2.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.855	5191.0	no
35.0	management	married	nov	university.degree	no	yes	no	cellular	wed	400.0	1.0	999.0	0.0	nonexistent	-0.1	93.2	-42.0	4.12	5195.8	no
28.0	technician	single	jul	high.school	no	yes	no	cellular	tue	124.0	2.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.961	5228.1	no
57.0	admin.	married	aug	university.degree	unknown	yes	no	cellular	fri	161.0	1.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.966	5228.1	no
40.0	blue-collar	married	nov	basic.4y	unknown	no	no	cellular	thu	22.0	5.0	999.0	0.0	nonexistent	-0.1	93.2	-42.0	4.076	5195.8	no
43.0	blue-collar	married	jul	basic.6y	no	no	yes	cellular	tue	197.0	2.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.961	5228.1	no
34.0	technician	divorced	apr	professional.course	no	yes	no	cellular	fri	122.0	1.0	999.0	1.0	failure	-1.8	93.075	-47.1	1.405	5099.1	no
