instant	cnt	yr	hum	mnth	hr	holiday	weekday	season	weathersit	temp	atemp	windspeed	casual	registered	workingday	dteday
3488.0	7.0	0	0.94	5.0	5.0	1	1.0	2.0	2.0	0.62	0.5455	0.1045	1.0	6.0	0	2011-05-30
3489.0	16.0	0	0.94	5.0	6.0	1	1.0	2.0	2.0	0.64	0.5606	0.0896	6.0	10.0	0	2011-05-30
3490.0	31.0	0	0.94	5.0	7.0	1	1.0	2.0	2.0	0.64	0.5606	0.0	12.0	19.0	0	2011-05-30
3491.0	94.0	0	0.89	5.0	8.0	1	1.0	2.0	2.0	0.66	0.5909	0.1045	36.0	58.0	0	2011-05-30
3492.0	128.0	0	0.74	5.0	9.0	1	1.0	2.0	1.0	0.72	0.697	0.0896	47.0	81.0	0	2011-05-30
3493.0	269.0	0	0.55	5.0	10.0	1	1.0	2.0	1.0	0.8	0.7576	0.2537	116.0	153.0	0	2011-05-30
3494.0	321.0	0	0.52	5.0	11.0	1	1.0	2.0	1.0	0.82	0.7727	0.0	153.0	168.0	0	2011-05-30
3495.0	366.0	0	0.47	5.0	12.0	1	1.0	2.0	1.0	0.86	0.803	0.1045	179.0	187.0	0	2011-05-30
3496.0	350.0	0	0.44	5.0	13.0	1	1.0	2.0	1.0	0.86	0.7879	0.0896	133.0	217.0	0	2011-05-30
3497.0	327.0	0	0.39	5.0	14.0	1	1.0	2.0	1.0	0.88	0.803	0.0	142.0	185.0	0	2011-05-30
3498.0	311.0	0	0.39	5.0	15.0	1	1.0	2.0	1.0	0.88	0.803	0.2537	132.0	179.0	0	2011-05-30
3499.0	309.0	0	0.37	5.0	16.0	1	1.0	2.0	1.0	0.88	0.7879	0.2836	101.0	208.0	0	2011-05-30
3500.0	304.0	0	0.41	5.0	17.0	1	1.0	2.0	1.0	0.86	0.7879	0.2239	102.0	202.0	0	2011-05-30
3501.0	249.0	0	0.41	5.0	18.0	1	1.0	2.0	1.0	0.86	0.7879	0.1642	77.0	172.0	0	2011-05-30
3502.0	225.0	0	0.48	5.0	19.0	1	1.0	2.0	2.0	0.52	0.5	0.1045	68.0	157.0	0	2011-05-30
3503.0	237.0	0	0.58	5.0	20.0	1	1.0	2.0	1.0	0.76	0.7121	0.0	69.0	168.0	0	2011-05-30
3504.0	149.0	0	0.7	5.0	21.0	1	1.0	2.0	1.0	0.74	0.697	0.1343	42.0	107.0	0	2011-05-30
3505.0	106.0	0	0.74	5.0	22.0	1	1.0	2.0	1.0	0.72	0.697	0.1642	26.0	80.0	0	2011-05-30
3506.0	48.0	0	0.84	5.0	23.0	1	1.0	2.0	1.0	0.7	0.6667	0.1045	14.0	34.0	0	2011-05-30
3507.0	29.0	0	0.79	5.0	0.0	0	2.0	2.0	1.0	0.7	0.6667	0.0896	9.0	20.0	1	2011-05-31
3508.0	17.0	0	0.89	5.0	1.0	0	2.0	2.0	1.0	0.68	0.6364	0.0896	8.0	9.0	1	2011-05-31
3509.0	12.0	0	0.94	5.0	2.0	0	2.0	2.0	2.0	0.66	0.5909	0.1343	5.0	7.0	1	2011-05-31
3510.0	4.0	0	0.94	5.0	3.0	0	2.0	2.0	2.0	0.64	0.5606	0.0	1.0	3.0	1	2011-05-31
3511.0	3.0	0	0.83	5.0	4.0	0	2.0	2.0	1.0	0.66	0.6061	0.0896	0.0	3.0	1	2011-05-31
3512.0	26.0	0	0.83	5.0	5.0	0	2.0	2.0	1.0	0.66	0.6061	0.0896	0.0	26.0	1	2011-05-31
3513.0	109.0	0	0.79	5.0	6.0	0	2.0	2.0	1.0	0.68	0.6364	0.0896	11.0	98.0	1	2011-05-31
3514.0	235.0	0	0.66	5.0	7.0	0	2.0	2.0	1.0	0.74	0.697	0.1045	16.0	219.0	1	2011-05-31
3515.0	406.0	0	0.59	5.0	8.0	0	2.0	2.0	1.0	0.78	0.7424	0.1343	34.0	372.0	1	2011-05-31
3516.0	175.0	0	0.55	5.0	9.0	0	2.0	2.0	1.0	0.8	0.7576	0.1343	22.0	153.0	1	2011-05-31
3517.0	109.0	0	0.56	5.0	10.0	0	2.0	2.0	1.0	0.82	0.7879	0.1343	37.0	72.0	1	2011-05-31
3518.0	106.0	0	0.47	5.0	11.0	0	2.0	2.0	1.0	0.86	0.803	0.0	28.0	78.0	1	2011-05-31
3519.0	162.0	0	0.47	5.0	12.0	0	2.0	2.0	1.0	0.86	0.803	0.1343	37.0	125.0	1	2011-05-31
3520.0	147.0	0	0.39	5.0	13.0	0	2.0	2.0	1.0	0.9	0.8333	0.1642	37.0	110.0	1	2011-05-31
3521.0	140.0	0	0.37	5.0	14.0	0	2.0	2.0	1.0	0.9	0.8182	0.0	41.0	99.0	1	2011-05-31
3522.0	175.0	0	0.37	5.0	15.0	0	2.0	2.0	1.0	0.9	0.8182	0.1642	42.0	133.0	1	2011-05-31
3523.0	249.0	0	0.39	5.0	16.0	0	2.0	2.0	1.0	0.9	0.8333	0.1343	44.0	205.0	1	2011-05-31
3524.0	495.0	0	0.53	5.0	17.0	0	2.0	2.0	1.0	0.84	0.803	0.2239	67.0	428.0	1	2011-05-31
3525.0	417.0	0	0.53	5.0	18.0	0	2.0	2.0	1.0	0.84	0.803	0.194	55.0	362.0	1	2011-05-31
3526.0	285.0	0	0.62	5.0	19.0	0	2.0	2.0	1.0	0.78	0.7424	0.1045	39.0	246.0	1	2011-05-31
3527.0	251.0	0	0.62	5.0	20.0	0	2.0	2.0	1.0	0.78	0.7424	0.1045	38.0	213.0	1	2011-05-31
3528.0	210.0	0	0.66	5.0	21.0	0	2.0	2.0	1.0	0.76	0.7273	0.1045	45.0	165.0	1	2011-05-31
3529.0	159.0	0	0.7	5.0	22.0	0	2.0	2.0	1.0	0.74	0.697	0.1642	42.0	117.0	1	2011-05-31
3530.0	61.0	0	0.79	5.0	23.0	0	2.0	2.0	1.0	0.72	0.697	0.0896	15.0	46.0	1	2011-05-31
3531.0	34.0	0	0.79	6.0	0.0	0	3.0	2.0	1.0	0.7	0.6667	0.1642	9.0	25.0	1	2011-06-01
3532.0	17.0	0	0.84	6.0	1.0	0	3.0	2.0	1.0	0.7	0.6667	0.2537	8.0	9.0	1	2011-06-01
3533.0	3.0	0	0.79	6.0	2.0	0	3.0	2.0	1.0	0.7	0.6667	0.1642	0.0	3.0	1	2011-06-01
3534.0	6.0	0	0.89	6.0	3.0	0	3.0	2.0	1.0	0.68	0.6364	0.194	0.0	6.0	1	2011-06-01
3535.0	4.0	0	0.89	6.0	4.0	0	3.0	2.0	2.0	0.68	0.6364	0.2239	0.0	4.0	1	2011-06-01
3536.0	21.0	0	0.89	6.0	5.0	0	3.0	2.0	2.0	0.66	0.5909	0.0896	2.0	19.0	1	2011-06-01
3537.0	128.0	0	0.89	6.0	6.0	0	3.0	2.0	2.0	0.68	0.6364	0.0896	7.0	121.0	1	2011-06-01
3538.0	284.0	0	0.79	6.0	7.0	0	3.0	2.0	2.0	0.7	0.6667	0.1642	19.0	265.0	1	2011-06-01
3539.0	454.0	0	0.79	6.0	8.0	0	3.0	2.0	2.0	0.72	0.697	0.194	37.0	417.0	1	2011-06-01
3540.0	207.0	0	0.74	6.0	9.0	0	3.0	2.0	2.0	0.74	0.7121	0.2239	34.0	173.0	1	2011-06-01
3541.0	115.0	0	0.75	6.0	10.0	0	3.0	2.0	2.0	0.76	0.7424	0.2537	31.0	84.0	1	2011-06-01
3542.0	112.0	0	0.59	6.0	11.0	0	3.0	2.0	2.0	0.82	0.803	0.2239	26.0	86.0	1	2011-06-01
3543.0	169.0	0	0.53	6.0	12.0	0	3.0	2.0	1.0	0.86	0.8333	0.0	32.0	137.0	1	2011-06-01
3544.0	154.0	0	0.37	6.0	13.0	0	3.0	2.0	1.0	0.9	0.8182	0.194	29.0	125.0	1	2011-06-01
3545.0	145.0	0	0.37	6.0	14.0	0	3.0	2.0	1.0	0.9	0.8182	0.2537	40.0	105.0	1	2011-06-01
3546.0	152.0	0	0.39	6.0	15.0	0	3.0	2.0	1.0	0.9	0.8333	0.2985	25.0	127.0	1	2011-06-01
3547.0	266.0	0	0.47	6.0	16.0	0	3.0	2.0	1.0	0.86	0.803	0.2985	39.0	227.0	1	2011-06-01
3548.0	486.0	0	0.47	6.0	17.0	0	3.0	2.0	1.0	0.86	0.803	0.2985	52.0	434.0	1	2011-06-01
3549.0	309.0	0	0.56	6.0	18.0	0	3.0	2.0	3.0	0.82	0.7879	0.3881	31.0	278.0	1	2011-06-01
3550.0	264.0	0	0.79	6.0	19.0	0	3.0	2.0	2.0	0.74	0.7121	0.1642	16.0	248.0	1	2011-06-01
3551.0	256.0	0	0.79	6.0	20.0	0	3.0	2.0	2.0	0.74	0.7121	0.2537	23.0	233.0	1	2011-06-01
3552.0	190.0	0	0.7	6.0	21.0	0	3.0	2.0	1.0	0.74	0.697	0.2836	29.0	161.0	1	2011-06-01
3553.0	129.0	0	0.66	6.0	22.0	0	3.0	2.0	1.0	0.74	0.697	0.1343	14.0	115.0	1	2011-06-01
3554.0	69.0	0	0.51	6.0	23.0	0	3.0	2.0	1.0	0.74	0.6667	0.1642	10.0	59.0	1	2011-06-01
3555.0	42.0	0	0.4	6.0	0.0	0	4.0	2.0	1.0	0.74	0.6515	0.3582	11.0	31.0	1	2011-06-02
3556.0	15.0	0	0.38	6.0	1.0	0	4.0	2.0	1.0	0.72	0.6515	0.1045	3.0	12.0	1	2011-06-02
3557.0	6.0	0	0.39	6.0	2.0	0	4.0	2.0	1.0	0.7	0.6364	0.0	0.0	6.0	1	2011-06-02
3558.0	4.0	0	0.44	6.0	3.0	0	4.0	2.0	1.0	0.66	0.6212	0.1045	0.0	4.0	1	2011-06-02
3559.0	3.0	0	0.41	6.0	4.0	0	4.0	2.0	1.0	0.66	0.6212	0.194	0.0	3.0	1	2011-06-02
3560.0	31.0	0	0.39	6.0	5.0	0	4.0	2.0	1.0	0.66	0.6212	0.2239	3.0	28.0	1	2011-06-02
3561.0	113.0	0	0.39	6.0	6.0	0	4.0	2.0	1.0	0.66	0.6212	0.1343	7.0	106.0	1	2011-06-02
3562.0	304.0	0	0.34	6.0	7.0	0	4.0	2.0	1.0	0.7	0.6364	0.2537	19.0	285.0	1	2011-06-02
3563.0	467.0	0	0.32	6.0	8.0	0	4.0	2.0	1.0	0.7	0.6364	0.2985	25.0	442.0	1	2011-06-02
3564.0	225.0	0	0.26	6.0	9.0	0	4.0	2.0	1.0	0.72	0.6364	0.3582	28.0	197.0	1	2011-06-02
3565.0	139.0	0	0.28	6.0	10.0	0	4.0	2.0	1.0	0.72	0.6515	0.4925	33.0	106.0	1	2011-06-02
3566.0	165.0	0	0.28	6.0	11.0	0	4.0	2.0	1.0	0.74	0.6515	0.3881	42.0	123.0	1	2011-06-02
3567.0	232.0	0	0.25	6.0	12.0	0	4.0	2.0	1.0	0.76	0.6667	0.4627	39.0	193.0	1	2011-06-02
3568.0	203.0	0	0.24	6.0	13.0	0	4.0	2.0	1.0	0.8	0.6818	0.3582	35.0	168.0	1	2011-06-02
3569.0	185.0	0	0.24	6.0	14.0	0	4.0	2.0	1.0	0.78	0.6667	0.3284	43.0	142.0	1	2011-06-02
3570.0	188.0	0	0.21	6.0	15.0	0	4.0	2.0	1.0	0.8	0.6818	0.3881	44.0	144.0	1	2011-06-02
3571.0	318.0	0	0.22	6.0	16.0	0	4.0	2.0	1.0	0.8	0.6818	0.4925	63.0	255.0	1	2011-06-02
3572.0	572.0	0	0.2	6.0	17.0	0	4.0	2.0	1.0	0.76	0.6515	0.5224	88.0	484.0	1	2011-06-02
3573.0	525.0	0	0.22	6.0	18.0	0	4.0	2.0	1.0	0.74	0.6515	0.3881	74.0	451.0	1	2011-06-02
3574.0	379.0	0	0.23	6.0	19.0	0	4.0	2.0	1.0	0.72	0.6364	0.2985	58.0	321.0	1	2011-06-02
3575.0	337.0	0	0.24	6.0	20.0	0	4.0	2.0	1.0	0.7	0.6364	0.194	51.0	286.0	1	2011-06-02
3576.0	248.0	0	0.31	6.0	21.0	0	4.0	2.0	1.0	0.66	0.6212	0.194	33.0	215.0	1	2011-06-02
3577.0	155.0	0	0.33	6.0	22.0	0	4.0	2.0	1.0	0.64	0.6212	0.2537	14.0	141.0	1	2011-06-02
3578.0	112.0	0	0.35	6.0	23.0	0	4.0	2.0	1.0	0.62	0.6212	0.2239	23.0	89.0	1	2011-06-02
3579.0	68.0	0	0.38	6.0	0.0	0	5.0	2.0	1.0	0.62	0.6212	0.2836	15.0	53.0	1	2011-06-03
3580.0	22.0	0	0.38	6.0	1.0	0	5.0	2.0	1.0	0.6	0.6212	0.3582	7.0	15.0	1	2011-06-03
3581.0	12.0	0	0.43	6.0	2.0	0	5.0	2.0	1.0	0.56	0.5303	0.2239	0.0	12.0	1	2011-06-03
3582.0	5.0	0	0.49	6.0	3.0	0	5.0	2.0	1.0	0.54	0.5152	0.2239	0.0	5.0	1	2011-06-03
3583.0	6.0	0	0.48	6.0	4.0	0	5.0	2.0	1.0	0.52	0.5	0.3284	1.0	5.0	1	2011-06-03
3584.0	28.0	0	0.48	6.0	5.0	0	5.0	2.0	1.0	0.52	0.5	0.3582	4.0	24.0	1	2011-06-03
3585.0	106.0	0	0.45	6.0	6.0	0	5.0	2.0	1.0	0.54	0.5152	0.2985	8.0	98.0	1	2011-06-03
3586.0	277.0	0	0.45	6.0	7.0	0	5.0	2.0	1.0	0.54	0.5152	0.2537	25.0	252.0	1	2011-06-03
3587.0	502.0	0	0.43	6.0	8.0	0	5.0	2.0	2.0	0.56	0.5303	0.3284	31.0	471.0	1	2011-06-03
3588.0	230.0	0	0.4	6.0	9.0	0	5.0	2.0	1.0	0.58	0.5455	0.1642	36.0	194.0	1	2011-06-03
3589.0	161.0	0	0.33	6.0	10.0	0	5.0	2.0	1.0	0.62	0.6212	0.2537	54.0	107.0	1	2011-06-03
3590.0	192.0	0	0.31	6.0	11.0	0	5.0	2.0	1.0	0.64	0.6212	0.3284	57.0	135.0	1	2011-06-03
3591.0	259.0	0	0.27	6.0	12.0	0	5.0	2.0	1.0	0.66	0.6212	0.2836	51.0	208.0	1	2011-06-03
3592.0	248.0	0	0.26	6.0	13.0	0	5.0	2.0	1.0	0.68	0.6212	0.2537	58.0	190.0	1	2011-06-03
3593.0	240.0	0	0.28	6.0	14.0	0	5.0	2.0	1.0	0.7	0.6364	0.2836	66.0	174.0	1	2011-06-03
3594.0	212.0	0	0.28	6.0	15.0	0	5.0	2.0	1.0	0.7	0.6364	0.2836	56.0	156.0	1	2011-06-03
3595.0	349.0	0	0.26	6.0	16.0	0	5.0	2.0	1.0	0.72	0.6364	0.3284	63.0	286.0	1	2011-06-03
3596.0	558.0	0	0.25	6.0	17.0	0	5.0	2.0	1.0	0.72	0.6364	0.2836	73.0	485.0	1	2011-06-03
3597.0	564.0	0	0.24	6.0	18.0	0	5.0	2.0	1.0	0.7	0.6364	0.2985	76.0	488.0	1	2011-06-03
3598.0	391.0	0	0.26	6.0	19.0	0	5.0	2.0	1.0	0.68	0.6212	0.2836	53.0	338.0	1	2011-06-03
3599.0	293.0	0	0.29	6.0	20.0	0	5.0	2.0	1.0	0.64	0.6212	0.1642	57.0	236.0	1	2011-06-03
3600.0	247.0	0	0.29	6.0	21.0	0	5.0	2.0	1.0	0.64	0.6212	0.1045	51.0	196.0	1	2011-06-03
3601.0	171.0	0	0.35	6.0	22.0	0	5.0	2.0	1.0	0.62	0.6212	0.0	26.0	145.0	1	2011-06-03
3602.0	171.0	0	0.46	6.0	23.0	0	5.0	2.0	1.0	0.58	0.5455	0.1045	30.0	141.0	1	2011-06-03
3603.0	93.0	0	0.52	6.0	0.0	0	6.0	2.0	1.0	0.56	0.5303	0.0	24.0	69.0	0	2011-06-04
3604.0	94.0	0	0.64	6.0	1.0	0	6.0	2.0	1.0	0.54	0.5152	0.1045	14.0	80.0	0	2011-06-04
3605.0	59.0	0	0.56	6.0	2.0	0	6.0	2.0	1.0	0.54	0.5152	0.194	18.0	41.0	0	2011-06-04
3606.0	18.0	0	0.59	6.0	3.0	0	6.0	2.0	1.0	0.52	0.5	0.1045	8.0	10.0	0	2011-06-04
3607.0	15.0	0	0.59	6.0	4.0	0	6.0	2.0	1.0	0.52	0.5	0.0896	4.0	11.0	0	2011-06-04
3608.0	8.0	0	0.64	6.0	5.0	0	6.0	2.0	1.0	0.5	0.4848	0.0	3.0	5.0	0	2011-06-04
3609.0	28.0	0	0.6	6.0	6.0	0	6.0	2.0	1.0	0.54	0.5152	0.0	11.0	17.0	0	2011-06-04
3610.0	87.0	0	0.56	6.0	7.0	0	6.0	2.0	1.0	0.56	0.5303	0.0	27.0	60.0	0	2011-06-04
3611.0	125.0	0	0.46	6.0	8.0	0	6.0	2.0	1.0	0.6	0.6212	0.0896	29.0	96.0	0	2011-06-04
3612.0	224.0	0	0.43	6.0	9.0	0	6.0	2.0	1.0	0.62	0.6212	0.1343	55.0	169.0	0	2011-06-04
3613.0	317.0	0	0.38	6.0	10.0	0	6.0	2.0	1.0	0.64	0.6212	0.1045	115.0	202.0	0	2011-06-04
3614.0	369.0	0	0.36	6.0	11.0	0	6.0	2.0	1.0	0.66	0.6212	0.1343	120.0	249.0	0	2011-06-04
3615.0	420.0	0	0.32	6.0	12.0	0	6.0	2.0	1.0	0.7	0.6364	0.1642	150.0	270.0	0	2011-06-04
3616.0	456.0	0	0.28	6.0	13.0	0	6.0	2.0	1.0	0.74	0.6515	0.1343	188.0	268.0	0	2011-06-04
3617.0	451.0	0	0.33	6.0	14.0	0	6.0	2.0	1.0	0.74	0.6515	0.2239	193.0	258.0	0	2011-06-04
3618.0	404.0	0	0.27	6.0	15.0	0	6.0	2.0	2.0	0.74	0.6515	0.4179	180.0	224.0	0	2011-06-04
3619.0	440.0	0	0.3	6.0	16.0	0	6.0	2.0	2.0	0.72	0.6515	0.1343	168.0	272.0	0	2011-06-04
3620.0	344.0	0	0.34	6.0	17.0	0	6.0	2.0	2.0	0.72	0.6515	0.2537	142.0	202.0	0	2011-06-04
3621.0	341.0	0	0.3	6.0	18.0	0	6.0	2.0	2.0	0.74	0.6515	0.1642	127.0	214.0	0	2011-06-04
3622.0	285.0	0	0.39	6.0	19.0	0	6.0	2.0	2.0	0.7	0.6364	0.0896	79.0	206.0	0	2011-06-04
3623.0	239.0	0	0.48	6.0	20.0	0	6.0	2.0	2.0	0.7	0.6515	0.0896	90.0	149.0	0	2011-06-04
3624.0	185.0	0	0.47	6.0	21.0	0	6.0	2.0	2.0	0.66	0.6212	0.1045	46.0	139.0	0	2011-06-04
3625.0	190.0	0	0.57	6.0	22.0	0	6.0	2.0	1.0	0.64	0.6212	0.2239	49.0	141.0	0	2011-06-04
3626.0	150.0	0	0.57	6.0	23.0	0	6.0	2.0	2.0	0.64	0.6212	0.0	29.0	121.0	0	2011-06-04
3627.0	113.0	0	0.57	6.0	0.0	0	0.0	2.0	1.0	0.64	0.6212	0.0896	23.0	90.0	0	2011-06-05
3628.0	96.0	0	0.61	6.0	1.0	0	0.0	2.0	2.0	0.64	0.6212	0.1642	26.0	70.0	0	2011-06-05
3629.0	64.0	0	0.61	6.0	2.0	0	0.0	2.0	2.0	0.64	0.6212	0.1642	16.0	48.0	0	2011-06-05
3630.0	47.0	0	0.65	6.0	3.0	0	0.0	2.0	2.0	0.62	0.6061	0.1642	22.0	25.0	0	2011-06-05
3631.0	12.0	0	0.65	6.0	4.0	0	0.0	2.0	2.0	0.62	0.6061	0.1642	4.0	8.0	0	2011-06-05
3632.0	6.0	0	0.61	6.0	5.0	0	0.0	2.0	2.0	0.62	0.6061	0.1343	1.0	5.0	0	2011-06-05
3633.0	21.0	0	0.61	6.0	6.0	0	0.0	2.0	2.0	0.62	0.6061	0.1045	10.0	11.0	0	2011-06-05
3634.0	27.0	0	0.73	6.0	7.0	0	0.0	2.0	2.0	0.6	0.5909	0.2537	8.0	19.0	0	2011-06-05
3635.0	98.0	0	0.73	6.0	8.0	0	0.0	2.0	2.0	0.6	0.5909	0.2537	24.0	74.0	0	2011-06-05
3636.0	164.0	0	0.78	6.0	9.0	0	0.0	2.0	2.0	0.6	0.5758	0.194	53.0	111.0	0	2011-06-05
3637.0	251.0	0	0.73	6.0	10.0	0	0.0	2.0	2.0	0.62	0.5909	0.0896	83.0	168.0	0	2011-06-05
3638.0	335.0	0	0.69	6.0	11.0	0	0.0	2.0	2.0	0.64	0.6061	0.1045	121.0	214.0	0	2011-06-05
3639.0	335.0	0	0.69	6.0	12.0	0	0.0	2.0	2.0	0.64	0.6061	0.1045	123.0	212.0	0	2011-06-05
3640.0	367.0	0	0.65	6.0	13.0	0	0.0	2.0	1.0	0.66	0.6212	0.1045	154.0	213.0	0	2011-06-05
3641.0	385.0	0	0.58	6.0	14.0	0	0.0	2.0	1.0	0.7	0.6515	0.1642	161.0	224.0	0	2011-06-05
3642.0	417.0	0	0.54	6.0	15.0	0	0.0	2.0	1.0	0.7	0.6515	0.0	161.0	256.0	0	2011-06-05
3643.0	398.0	0	0.51	6.0	16.0	0	0.0	2.0	1.0	0.72	0.6667	0.0896	138.0	260.0	0	2011-06-05
3644.0	390.0	0	0.51	6.0	17.0	0	0.0	2.0	1.0	0.74	0.6667	0.0	126.0	264.0	0	2011-06-05
3645.0	363.0	0	0.58	6.0	18.0	0	0.0	2.0	1.0	0.7	0.6515	0.1045	124.0	239.0	0	2011-06-05
3646.0	357.0	0	0.65	6.0	19.0	0	0.0	2.0	1.0	0.68	0.6364	0.1642	108.0	249.0	0	2011-06-05
3647.0	279.0	0	0.69	6.0	20.0	0	0.0	2.0	1.0	0.66	0.6212	0.194	84.0	195.0	0	2011-06-05
3648.0	165.0	0	0.73	6.0	21.0	0	0.0	2.0	1.0	0.64	0.6061	0.1642	54.0	111.0	0	2011-06-05
3649.0	130.0	0	0.78	6.0	22.0	0	0.0	2.0	1.0	0.64	0.5909	0.2239	36.0	94.0	0	2011-06-05
3650.0	86.0	0	0.78	6.0	23.0	0	0.0	2.0	1.0	0.62	0.5909	0.1343	25.0	61.0	0	2011-06-05
3651.0	29.0	0	0.78	6.0	0.0	0	1.0	2.0	1.0	0.62	0.5909	0.1343	11.0	18.0	1	2011-06-06
3652.0	14.0	0	0.83	6.0	1.0	0	1.0	2.0	1.0	0.6	0.5606	0.1343	9.0	5.0	1	2011-06-06
3653.0	8.0	0	0.88	6.0	2.0	0	1.0	2.0	1.0	0.58	0.5455	0.1045	4.0	4.0	1	2011-06-06
3654.0	5.0	0	0.88	6.0	3.0	0	1.0	2.0	1.0	0.58	0.5455	0.0	2.0	3.0	1	2011-06-06
3655.0	8.0	0	0.94	6.0	4.0	0	1.0	2.0	1.0	0.56	0.5303	0.1045	4.0	4.0	1	2011-06-06
3656.0	31.0	0	0.88	6.0	5.0	0	1.0	2.0	1.0	0.56	0.5303	0.0896	7.0	24.0	1	2011-06-06
3657.0	112.0	0	0.88	6.0	6.0	0	1.0	2.0	1.0	0.58	0.5455	0.0	11.0	101.0	1	2011-06-06
3658.0	299.0	0	0.78	6.0	7.0	0	1.0	2.0	1.0	0.62	0.5909	0.1045	18.0	281.0	1	2011-06-06
3659.0	438.0	0	0.73	6.0	8.0	0	1.0	2.0	1.0	0.64	0.6061	0.0896	28.0	410.0	1	2011-06-06
3660.0	188.0	0	0.58	6.0	9.0	0	1.0	2.0	1.0	0.7	0.6515	0.1642	26.0	162.0	1	2011-06-06
3661.0	95.0	0	0.51	6.0	10.0	0	1.0	2.0	1.0	0.72	0.6667	0.2239	31.0	64.0	1	2011-06-06
3662.0	111.0	0	0.42	6.0	11.0	0	1.0	2.0	1.0	0.74	0.6667	0.1343	39.0	72.0	1	2011-06-06
3663.0	153.0	0	0.37	6.0	12.0	0	1.0	2.0	1.0	0.76	0.6667	0.1642	25.0	128.0	1	2011-06-06
3664.0	180.0	0	0.35	6.0	13.0	0	1.0	2.0	1.0	0.78	0.6818	0.0	28.0	152.0	1	2011-06-06
3665.0	145.0	0	0.31	6.0	14.0	0	1.0	2.0	1.0	0.78	0.6818	0.1343	46.0	99.0	1	2011-06-06
3666.0	165.0	0	0.29	6.0	15.0	0	1.0	2.0	1.0	0.8	0.697	0.194	38.0	127.0	1	2011-06-06
3667.0	267.0	0	0.33	6.0	16.0	0	1.0	2.0	1.0	0.76	0.6667	0.1343	34.0	233.0	1	2011-06-06
3668.0	579.0	0	0.33	6.0	17.0	0	1.0	2.0	1.0	0.78	0.6818	0.2836	63.0	516.0	1	2011-06-06
3669.0	556.0	0	0.31	6.0	18.0	0	1.0	2.0	1.0	0.76	0.6667	0.1343	56.0	500.0	1	2011-06-06
3670.0	407.0	0	0.54	6.0	19.0	0	1.0	2.0	1.0	0.72	0.6667	0.194	64.0	343.0	1	2011-06-06
3671.0	336.0	0	0.61	6.0	20.0	0	1.0	2.0	1.0	0.68	0.6364	0.1343	59.0	277.0	1	2011-06-06
3672.0	189.0	0	0.57	6.0	21.0	0	1.0	2.0	1.0	0.66	0.6212	0.0896	29.0	160.0	1	2011-06-06
3673.0	173.0	0	0.61	6.0	22.0	0	1.0	2.0	1.0	0.66	0.6212	0.0896	36.0	137.0	1	2011-06-06
3674.0	60.0	0	0.69	6.0	23.0	0	1.0	2.0	1.0	0.64	0.6061	0.0896	5.0	55.0	1	2011-06-06
3675.0	20.0	0	0.65	6.0	0.0	0	2.0	2.0	1.0	0.64	0.6061	0.0896	5.0	15.0	1	2011-06-07
3676.0	4.0	0	0.69	6.0	1.0	0	2.0	2.0	1.0	0.62	0.6061	0.1343	2.0	2.0	1	2011-06-07
3677.0	5.0	0	0.73	6.0	2.0	0	2.0	2.0	1.0	0.6	0.5909	0.0896	3.0	2.0	1	2011-06-07
3678.0	2.0	0	0.73	6.0	3.0	0	2.0	2.0	1.0	0.6	0.5909	0.0896	1.0	1.0	1	2011-06-07
3679.0	5.0	0	0.83	6.0	4.0	0	2.0	2.0	1.0	0.58	0.5455	0.1343	2.0	3.0	1	2011-06-07
3680.0	32.0	0	0.88	6.0	5.0	0	2.0	2.0	1.0	0.58	0.5455	0.1642	2.0	30.0	1	2011-06-07
3681.0	126.0	0	0.78	6.0	6.0	0	2.0	2.0	1.0	0.6	0.5758	0.1343	10.0	116.0	1	2011-06-07
3682.0	334.0	0	0.69	6.0	7.0	0	2.0	2.0	2.0	0.64	0.6061	0.194	23.0	311.0	1	2011-06-07
3683.0	477.0	0	0.61	6.0	8.0	0	2.0	2.0	2.0	0.68	0.6364	0.1343	45.0	432.0	1	2011-06-07
3684.0	217.0	0	0.58	6.0	9.0	0	2.0	2.0	2.0	0.72	0.6667	0.2239	27.0	190.0	1	2011-06-07
3685.0	123.0	0	0.48	6.0	10.0	0	2.0	2.0	2.0	0.76	0.6818	0.194	37.0	86.0	1	2011-06-07
3686.0	151.0	0	0.52	6.0	11.0	0	2.0	2.0	2.0	0.76	0.697	0.2537	38.0	113.0	1	2011-06-07
3687.0	183.0	0	0.46	6.0	12.0	0	2.0	2.0	2.0	0.8	0.7273	0.2836	42.0	141.0	1	2011-06-07
3688.0	196.0	0	0.43	6.0	13.0	0	2.0	2.0	2.0	0.8	0.7273	0.2537	55.0	141.0	1	2011-06-07
3689.0	146.0	0	0.43	6.0	14.0	0	2.0	2.0	2.0	0.8	0.7273	0.2836	34.0	112.0	1	2011-06-07
3690.0	183.0	0	0.41	6.0	15.0	0	2.0	2.0	2.0	0.82	0.7424	0.3284	56.0	127.0	1	2011-06-07
3691.0	308.0	0	0.38	6.0	16.0	0	2.0	2.0	1.0	0.8	0.7121	0.2239	55.0	253.0	1	2011-06-07
3692.0	539.0	0	0.43	6.0	17.0	0	2.0	2.0	1.0	0.8	0.7273	0.2537	64.0	475.0	1	2011-06-07
