instant	cnt	yr	hum	mnth	holiday	weekday	season	weathersit	temp	atemp	windspeed	casual	registered	workingday	dteday
207.0	4590.0	0	0.540833	7.0	0	2.0	3.0	1.0	0.771667	0.696979	0.200258	750.0	3840.0	1	2011-07-26
208.0	4656.0	0	0.402917	7.0	0	3.0	3.0	1.0	0.775	0.690667	0.183463	755.0	3901.0	1	2011-07-27
209.0	4390.0	0	0.583333	7.0	0	4.0	3.0	1.0	0.779167	0.7399	0.178479	606.0	3784.0	1	2011-07-28
210.0	3846.0	0	0.5425	7.0	0	5.0	3.0	1.0	0.838333	0.785967	0.174138	670.0	3176.0	1	2011-07-29
211.0	4475.0	0	0.465833	7.0	0	6.0	3.0	1.0	0.804167	0.728537	0.168537	1559.0	2916.0	0	2011-07-30
212.0	4302.0	0	0.480833	7.0	0	0.0	3.0	1.0	0.805833	0.729796	0.164813	1524.0	2778.0	0	2011-07-31
213.0	4266.0	0	0.550833	8.0	0	1.0	3.0	1.0	0.771667	0.703292	0.156717	729.0	3537.0	1	2011-08-01
214.0	4845.0	0	0.49125	8.0	0	2.0	3.0	1.0	0.783333	0.707071	0.20585	801.0	4044.0	1	2011-08-02
215.0	3574.0	0	0.6575	8.0	0	3.0	3.0	2.0	0.731667	0.679937	0.135583	467.0	3107.0	1	2011-08-03
216.0	4576.0	0	0.7575	8.0	0	4.0	3.0	2.0	0.71	0.664788	0.19715	799.0	3777.0	1	2011-08-04
217.0	4866.0	0	0.630833	8.0	0	5.0	3.0	1.0	0.710833	0.656567	0.184696	1023.0	3843.0	1	2011-08-05
218.0	4294.0	0	0.755	8.0	0	6.0	3.0	2.0	0.716667	0.676154	0.22825	1521.0	2773.0	0	2011-08-06
219.0	3785.0	0	0.752917	8.0	0	0.0	3.0	1.0	0.7425	0.715292	0.201487	1298.0	2487.0	0	2011-08-07
220.0	4326.0	0	0.592083	8.0	0	1.0	3.0	1.0	0.765	0.703283	0.192175	846.0	3480.0	1	2011-08-08
221.0	4602.0	0	0.570417	8.0	0	2.0	3.0	1.0	0.775	0.724121	0.151121	907.0	3695.0	1	2011-08-09
222.0	4780.0	0	0.424167	8.0	0	3.0	3.0	1.0	0.766667	0.684983	0.200258	884.0	3896.0	1	2011-08-10
223.0	4792.0	0	0.42375	8.0	0	4.0	3.0	1.0	0.7175	0.651521	0.164796	812.0	3980.0	1	2011-08-11
224.0	4905.0	0	0.415	8.0	0	5.0	3.0	1.0	0.708333	0.654042	0.125621	1051.0	3854.0	1	2011-08-12
225.0	4150.0	0	0.729583	8.0	0	6.0	3.0	2.0	0.685833	0.645858	0.211454	1504.0	2646.0	0	2011-08-13
226.0	3820.0	0	0.8175	8.0	0	0.0	3.0	2.0	0.676667	0.624388	0.222633	1338.0	2482.0	0	2011-08-14
227.0	4338.0	0	0.712083	8.0	0	1.0	3.0	1.0	0.665833	0.616167	0.208954	775.0	3563.0	1	2011-08-15
228.0	4725.0	0	0.578333	8.0	0	2.0	3.0	1.0	0.700833	0.645837	0.236329	721.0	4004.0	1	2011-08-16
229.0	4694.0	0	0.575417	8.0	0	3.0	3.0	1.0	0.723333	0.666671	0.143667	668.0	4026.0	1	2011-08-17
230.0	3805.0	0	0.654583	8.0	0	4.0	3.0	1.0	0.711667	0.662258	0.233208	639.0	3166.0	1	2011-08-18
231.0	4153.0	0	0.722917	8.0	0	5.0	3.0	2.0	0.685	0.633221	0.139308	797.0	3356.0	1	2011-08-19
232.0	5191.0	0	0.674167	8.0	0	6.0	3.0	1.0	0.6975	0.648996	0.104467	1914.0	3277.0	0	2011-08-20
233.0	3873.0	0	0.77	8.0	0	0.0	3.0	1.0	0.710833	0.675525	0.248754	1249.0	2624.0	0	2011-08-21
234.0	4758.0	0	0.47	8.0	0	1.0	3.0	1.0	0.691667	0.638254	0.27675	833.0	3925.0	1	2011-08-22
235.0	5895.0	0	0.455417	8.0	0	2.0	3.0	1.0	0.640833	0.606067	0.146763	1281.0	4614.0	1	2011-08-23
236.0	5130.0	0	0.605	8.0	0	3.0	3.0	1.0	0.673333	0.630692	0.253108	949.0	4181.0	1	2011-08-24
237.0	3542.0	0	0.771667	8.0	0	4.0	3.0	2.0	0.684167	0.645854	0.210833	435.0	3107.0	1	2011-08-25
238.0	4661.0	0	0.76125	8.0	0	5.0	3.0	1.0	0.7	0.659733	0.0839625	768.0	3893.0	1	2011-08-26
239.0	1115.0	0	0.85	8.0	0	6.0	3.0	2.0	0.68	0.635556	0.375617	226.0	889.0	0	2011-08-27
240.0	4334.0	0	0.561765	8.0	0	0.0	3.0	1.0	0.707059	0.647959	0.304659	1415.0	2919.0	0	2011-08-28
241.0	4634.0	0	0.554583	8.0	0	1.0	3.0	1.0	0.636667	0.607958	0.159825	729.0	3905.0	1	2011-08-29
242.0	5204.0	0	0.548333	8.0	0	2.0	3.0	1.0	0.639167	0.594704	0.125008	775.0	4429.0	1	2011-08-30
243.0	5058.0	0	0.597917	8.0	0	3.0	3.0	1.0	0.656667	0.611121	0.0833333	688.0	4370.0	1	2011-08-31
244.0	5115.0	0	0.639167	9.0	0	4.0	3.0	1.0	0.655	0.614921	0.141796	783.0	4332.0	1	2011-09-01
245.0	4727.0	0	0.727083	9.0	0	5.0	3.0	2.0	0.643333	0.604808	0.139929	875.0	3852.0	1	2011-09-02
246.0	4484.0	0	0.716667	9.0	0	6.0	3.0	1.0	0.669167	0.633213	0.185325	1935.0	2549.0	0	2011-09-03
247.0	4940.0	0	0.742083	9.0	0	0.0	3.0	1.0	0.709167	0.665429	0.206467	2521.0	2419.0	0	2011-09-04
248.0	3351.0	0	0.790417	9.0	1	1.0	3.0	2.0	0.673333	0.625646	0.212696	1236.0	2115.0	0	2011-09-05
249.0	2710.0	0	0.886957	9.0	0	2.0	3.0	3.0	0.54	0.5152	0.343943	204.0	2506.0	1	2011-09-06
250.0	1996.0	0	0.917083	9.0	0	3.0	3.0	3.0	0.599167	0.544229	0.0970208	118.0	1878.0	1	2011-09-07
251.0	1842.0	0	0.939565	9.0	0	4.0	3.0	3.0	0.633913	0.555361	0.192748	153.0	1689.0	1	2011-09-08
252.0	3544.0	0	0.897917	9.0	0	5.0	3.0	2.0	0.65	0.578946	0.124379	417.0	3127.0	1	2011-09-09
253.0	5345.0	0	0.75375	9.0	0	6.0	3.0	1.0	0.66	0.607962	0.153608	1750.0	3595.0	0	2011-09-10
254.0	5046.0	0	0.71375	9.0	0	0.0	3.0	1.0	0.653333	0.609229	0.115054	1633.0	3413.0	0	2011-09-11
255.0	4713.0	0	0.692174	9.0	0	1.0	3.0	1.0	0.644348	0.60213	0.088913	690.0	4023.0	1	2011-09-12
256.0	4763.0	0	0.7125	9.0	0	2.0	3.0	1.0	0.650833	0.603554	0.141804	701.0	4062.0	1	2011-09-13
257.0	4785.0	0	0.697083	9.0	0	3.0	3.0	1.0	0.673333	0.6269	0.1673	647.0	4138.0	1	2011-09-14
258.0	3659.0	0	0.709167	9.0	0	4.0	3.0	2.0	0.5775	0.553671	0.271146	428.0	3231.0	1	2011-09-15
259.0	4760.0	0	0.590417	9.0	0	5.0	3.0	2.0	0.469167	0.461475	0.164183	742.0	4018.0	1	2011-09-16
260.0	4511.0	0	0.718333	9.0	0	6.0	3.0	2.0	0.491667	0.478512	0.189675	1434.0	3077.0	0	2011-09-17
261.0	4274.0	0	0.695	9.0	0	0.0	3.0	1.0	0.5075	0.490537	0.178483	1353.0	2921.0	0	2011-09-18
262.0	4539.0	0	0.69	9.0	0	1.0	3.0	2.0	0.549167	0.529675	0.151742	691.0	3848.0	1	2011-09-19
263.0	3641.0	0	0.88125	9.0	0	2.0	3.0	2.0	0.561667	0.532217	0.134954	438.0	3203.0	1	2011-09-20
264.0	4352.0	0	0.9	9.0	0	3.0	3.0	2.0	0.595	0.550533	0.0964042	539.0	3813.0	1	2011-09-21
265.0	4795.0	0	0.902083	9.0	0	4.0	3.0	2.0	0.628333	0.554963	0.128125	555.0	4240.0	1	2011-09-22
266.0	2395.0	0	0.9725	9.0	0	5.0	4.0	2.0	0.609167	0.522125	0.0783667	258.0	2137.0	1	2011-09-23
267.0	5423.0	0	0.8625	9.0	0	6.0	4.0	2.0	0.606667	0.564412	0.0783833	1776.0	3647.0	0	2011-09-24
268.0	5010.0	0	0.845	9.0	0	0.0	4.0	2.0	0.634167	0.572637	0.0503792	1544.0	3466.0	0	2011-09-25
269.0	4630.0	0	0.848333	9.0	0	1.0	4.0	2.0	0.649167	0.589042	0.1107	684.0	3946.0	1	2011-09-26
270.0	4120.0	0	0.885417	9.0	0	2.0	4.0	2.0	0.636667	0.574525	0.118171	477.0	3643.0	1	2011-09-27
271.0	3907.0	0	0.84875	9.0	0	3.0	4.0	2.0	0.635	0.575158	0.148629	480.0	3427.0	1	2011-09-28
272.0	4839.0	0	0.699167	9.0	0	4.0	4.0	1.0	0.616667	0.574512	0.172883	653.0	4186.0	1	2011-09-29
273.0	5202.0	0	0.6475	9.0	0	5.0	4.0	1.0	0.564167	0.544829	0.206475	830.0	4372.0	1	2011-09-30
274.0	2429.0	0	0.75375	10.0	0	6.0	4.0	2.0	0.41	0.412863	0.292296	480.0	1949.0	0	2011-10-01
275.0	2918.0	0	0.791667	10.0	0	0.0	4.0	2.0	0.356667	0.345317	0.222013	616.0	2302.0	0	2011-10-02
276.0	3570.0	0	0.760833	10.0	0	1.0	4.0	2.0	0.384167	0.392046	0.0833458	330.0	3240.0	1	2011-10-03
277.0	4456.0	0	0.71	10.0	0	2.0	4.0	1.0	0.484167	0.472858	0.205854	486.0	3970.0	1	2011-10-04
278.0	4826.0	0	0.647917	10.0	0	3.0	4.0	1.0	0.538333	0.527138	0.17725	559.0	4267.0	1	2011-10-05
279.0	4765.0	0	0.620833	10.0	0	4.0	4.0	1.0	0.494167	0.480425	0.134954	639.0	4126.0	1	2011-10-06
280.0	4985.0	0	0.684167	10.0	0	5.0	4.0	1.0	0.510833	0.504404	0.0223917	949.0	4036.0	1	2011-10-07
281.0	5409.0	0	0.70125	10.0	0	6.0	4.0	1.0	0.521667	0.513242	0.0454042	2235.0	3174.0	0	2011-10-08
282.0	5511.0	0	0.7275	10.0	0	0.0	4.0	1.0	0.540833	0.523983	0.06345	2397.0	3114.0	0	2011-10-09
283.0	5117.0	0	0.73375	10.0	1	1.0	4.0	1.0	0.570833	0.542925	0.0423042	1514.0	3603.0	0	2011-10-10
284.0	4563.0	0	0.80875	10.0	0	2.0	4.0	2.0	0.566667	0.546096	0.143042	667.0	3896.0	1	2011-10-11
285.0	2416.0	0	0.90625	10.0	0	3.0	4.0	3.0	0.543333	0.517717	0.24815	217.0	2199.0	1	2011-10-12
286.0	2913.0	0	0.896667	10.0	0	4.0	4.0	2.0	0.589167	0.551804	0.141787	290.0	2623.0	1	2011-10-13
287.0	3644.0	0	0.71625	10.0	0	5.0	4.0	2.0	0.550833	0.529675	0.223883	529.0	3115.0	1	2011-10-14
288.0	5217.0	0	0.483333	10.0	0	6.0	4.0	1.0	0.506667	0.498725	0.258083	1899.0	3318.0	0	2011-10-15
289.0	5041.0	0	0.486667	10.0	0	0.0	4.0	1.0	0.511667	0.503154	0.281717	1748.0	3293.0	0	2011-10-16
290.0	4570.0	0	0.579583	10.0	0	1.0	4.0	1.0	0.534167	0.510725	0.175379	713.0	3857.0	1	2011-10-17
291.0	4748.0	0	0.701667	10.0	0	2.0	4.0	2.0	0.5325	0.522721	0.110087	637.0	4111.0	1	2011-10-18
292.0	2424.0	0	0.895217	10.0	0	3.0	4.0	3.0	0.541739	0.513848	0.243339	254.0	2170.0	1	2011-10-19
293.0	4195.0	0	0.63625	10.0	0	4.0	4.0	1.0	0.475833	0.466525	0.422275	471.0	3724.0	1	2011-10-20
294.0	4304.0	0	0.574167	10.0	0	5.0	4.0	1.0	0.4275	0.423596	0.221396	676.0	3628.0	1	2011-10-21
295.0	4308.0	0	0.629167	10.0	0	6.0	4.0	1.0	0.4225	0.425492	0.0926667	1499.0	2809.0	0	2011-10-22
296.0	4381.0	0	0.74125	10.0	0	0.0	4.0	1.0	0.421667	0.422333	0.0995125	1619.0	2762.0	0	2011-10-23
297.0	4187.0	0	0.772083	10.0	0	1.0	4.0	1.0	0.463333	0.457067	0.118792	699.0	3488.0	1	2011-10-24
298.0	4687.0	0	0.622917	10.0	0	2.0	4.0	1.0	0.471667	0.463375	0.166658	695.0	3992.0	1	2011-10-25
299.0	3894.0	0	0.720417	10.0	0	3.0	4.0	2.0	0.484167	0.472846	0.148642	404.0	3490.0	1	2011-10-26
300.0	2659.0	0	0.812917	10.0	0	4.0	4.0	2.0	0.47	0.457046	0.197763	240.0	2419.0	1	2011-10-27
301.0	3747.0	0	0.585833	10.0	0	5.0	4.0	2.0	0.330833	0.318812	0.229479	456.0	3291.0	1	2011-10-28
302.0	627.0	0	0.8825	10.0	0	6.0	4.0	3.0	0.254167	0.227913	0.351371	57.0	570.0	0	2011-10-29
303.0	3331.0	0	0.62375	10.0	0	0.0	4.0	1.0	0.319167	0.321329	0.176617	885.0	2446.0	0	2011-10-30
304.0	3669.0	0	0.703333	10.0	0	1.0	4.0	1.0	0.34	0.356063	0.10635	362.0	3307.0	1	2011-10-31
305.0	4068.0	0	0.68375	11.0	0	2.0	4.0	1.0	0.400833	0.397088	0.135571	410.0	3658.0	1	2011-11-01
306.0	4186.0	0	0.71875	11.0	0	3.0	4.0	1.0	0.3775	0.390133	0.0820917	370.0	3816.0	1	2011-11-02
307.0	3974.0	0	0.702083	11.0	0	4.0	4.0	1.0	0.408333	0.405921	0.136817	318.0	3656.0	1	2011-11-03
308.0	4046.0	0	0.6225	11.0	0	5.0	4.0	2.0	0.403333	0.403392	0.271779	470.0	3576.0	1	2011-11-04
309.0	3926.0	0	0.519167	11.0	0	6.0	4.0	1.0	0.326667	0.323854	0.189062	1156.0	2770.0	0	2011-11-05
310.0	3649.0	0	0.734583	11.0	0	0.0	4.0	1.0	0.348333	0.362358	0.0920542	952.0	2697.0	0	2011-11-06
311.0	4035.0	0	0.75875	11.0	0	1.0	4.0	1.0	0.395	0.400871	0.057225	373.0	3662.0	1	2011-11-07
312.0	4205.0	0	0.721667	11.0	0	2.0	4.0	1.0	0.408333	0.412246	0.0690375	376.0	3829.0	1	2011-11-08
313.0	4109.0	0	0.758333	11.0	0	3.0	4.0	1.0	0.4	0.409079	0.0621958	305.0	3804.0	1	2011-11-09
314.0	2933.0	0	0.813333	11.0	0	4.0	4.0	2.0	0.38	0.373721	0.189067	190.0	2743.0	1	2011-11-10
315.0	3368.0	0	0.44625	11.0	1	5.0	4.0	1.0	0.324167	0.306817	0.314675	440.0	2928.0	0	2011-11-11
316.0	4067.0	0	0.552917	11.0	0	6.0	4.0	1.0	0.356667	0.357942	0.212062	1275.0	2792.0	0	2011-11-12
317.0	3717.0	0	0.458333	11.0	0	0.0	4.0	1.0	0.440833	0.43055	0.281721	1004.0	2713.0	0	2011-11-13
318.0	4486.0	0	0.587083	11.0	0	1.0	4.0	1.0	0.53	0.524612	0.306596	595.0	3891.0	1	2011-11-14
319.0	4195.0	0	0.68875	11.0	0	2.0	4.0	2.0	0.53	0.507579	0.199633	449.0	3746.0	1	2011-11-15
320.0	1817.0	0	0.93	11.0	0	3.0	4.0	3.0	0.456667	0.451988	0.136829	145.0	1672.0	1	2011-11-16
321.0	3053.0	0	0.575833	11.0	0	4.0	4.0	2.0	0.341667	0.323221	0.305362	139.0	2914.0	1	2011-11-17
322.0	3392.0	0	0.41	11.0	0	5.0	4.0	1.0	0.274167	0.272721	0.168533	245.0	3147.0	1	2011-11-18
323.0	3663.0	0	0.502083	11.0	0	6.0	4.0	1.0	0.329167	0.324483	0.224496	943.0	2720.0	0	2011-11-19
324.0	3520.0	0	0.684583	11.0	0	0.0	4.0	2.0	0.463333	0.457058	0.18595	787.0	2733.0	0	2011-11-20
325.0	2765.0	0	0.91	11.0	0	1.0	4.0	3.0	0.4475	0.445062	0.138054	220.0	2545.0	1	2011-11-21
326.0	1607.0	0	0.9625	11.0	0	2.0	4.0	3.0	0.416667	0.421696	0.118792	69.0	1538.0	1	2011-11-22
327.0	2566.0	0	0.757917	11.0	0	3.0	4.0	2.0	0.440833	0.430537	0.335825	112.0	2454.0	1	2011-11-23
328.0	1495.0	0	0.549167	11.0	1	4.0	4.0	1.0	0.373333	0.372471	0.167304	560.0	935.0	0	2011-11-24
329.0	2792.0	0	0.64375	11.0	0	5.0	4.0	1.0	0.375	0.380671	0.0988958	1095.0	1697.0	1	2011-11-25
330.0	3068.0	0	0.681667	11.0	0	6.0	4.0	1.0	0.375833	0.385087	0.0684208	1249.0	1819.0	0	2011-11-26
331.0	3071.0	0	0.698333	11.0	0	0.0	4.0	1.0	0.459167	0.4558	0.208954	810.0	2261.0	0	2011-11-27
332.0	3867.0	0	0.743043	11.0	0	1.0	4.0	1.0	0.503478	0.490122	0.142122	253.0	3614.0	1	2011-11-28
333.0	2914.0	0	0.830833	11.0	0	2.0	4.0	2.0	0.458333	0.451375	0.258092	96.0	2818.0	1	2011-11-29
334.0	3613.0	0	0.613333	11.0	0	3.0	4.0	1.0	0.325	0.311221	0.271158	188.0	3425.0	1	2011-11-30
335.0	3727.0	0	0.524583	12.0	0	4.0	4.0	1.0	0.3125	0.305554	0.220158	182.0	3545.0	1	2011-12-01
336.0	3940.0	0	0.625833	12.0	0	5.0	4.0	1.0	0.314167	0.331433	0.100754	268.0	3672.0	1	2011-12-02
337.0	3614.0	0	0.612917	12.0	0	6.0	4.0	1.0	0.299167	0.310604	0.0957833	706.0	2908.0	0	2011-12-03
338.0	3485.0	0	0.775833	12.0	0	0.0	4.0	1.0	0.330833	0.3491	0.0839583	634.0	2851.0	0	2011-12-04
339.0	3811.0	0	0.827083	12.0	0	1.0	4.0	2.0	0.385833	0.393925	0.0622083	233.0	3578.0	1	2011-12-05
340.0	2594.0	0	0.949583	12.0	0	2.0	4.0	3.0	0.4625	0.4564	0.232583	126.0	2468.0	1	2011-12-06
341.0	705.0	0	0.970417	12.0	0	3.0	4.0	3.0	0.41	0.400246	0.266175	50.0	655.0	1	2011-12-07
342.0	3322.0	0	0.58	12.0	0	4.0	4.0	1.0	0.265833	0.256938	0.240058	150.0	3172.0	1	2011-12-08
343.0	3620.0	0	0.695833	12.0	0	5.0	4.0	1.0	0.290833	0.317542	0.0827167	261.0	3359.0	1	2011-12-09
344.0	3190.0	0	0.5075	12.0	0	6.0	4.0	1.0	0.275	0.266412	0.233221	502.0	2688.0	0	2011-12-10
345.0	2743.0	0	0.49	12.0	0	0.0	4.0	1.0	0.220833	0.253154	0.0665417	377.0	2366.0	0	2011-12-11
346.0	3310.0	0	0.670833	12.0	0	1.0	4.0	1.0	0.238333	0.270196	0.06345	143.0	3167.0	1	2011-12-12
347.0	3523.0	0	0.59	12.0	0	2.0	4.0	1.0	0.2825	0.301138	0.14055	155.0	3368.0	1	2011-12-13
348.0	3740.0	0	0.66375	12.0	0	3.0	4.0	2.0	0.3175	0.338362	0.0609583	178.0	3562.0	1	2011-12-14
349.0	3709.0	0	0.634167	12.0	0	4.0	4.0	2.0	0.4225	0.412237	0.268042	181.0	3528.0	1	2011-12-15
350.0	3577.0	0	0.500417	12.0	0	5.0	4.0	2.0	0.375	0.359825	0.260575	178.0	3399.0	1	2011-12-16
351.0	2739.0	0	0.560833	12.0	0	6.0	4.0	2.0	0.258333	0.249371	0.243167	275.0	2464.0	0	2011-12-17
352.0	2431.0	0	0.58625	12.0	0	0.0	4.0	1.0	0.238333	0.245579	0.169779	220.0	2211.0	0	2011-12-18
353.0	3403.0	0	0.6375	12.0	0	1.0	4.0	1.0	0.276667	0.280933	0.172896	260.0	3143.0	1	2011-12-19
354.0	3750.0	0	0.595417	12.0	0	2.0	4.0	2.0	0.385833	0.396454	0.0615708	216.0	3534.0	1	2011-12-20
355.0	2660.0	0	0.858333	12.0	0	3.0	1.0	2.0	0.428333	0.428017	0.2214	107.0	2553.0	1	2011-12-21
356.0	3068.0	0	0.7575	12.0	0	4.0	1.0	2.0	0.423333	0.426121	0.047275	227.0	2841.0	1	2011-12-22
357.0	2209.0	0	0.68625	12.0	0	5.0	1.0	1.0	0.373333	0.377513	0.274246	163.0	2046.0	1	2011-12-23
358.0	1011.0	0	0.5425	12.0	0	6.0	1.0	1.0	0.3025	0.299242	0.190304	155.0	856.0	0	2011-12-24
359.0	754.0	0	0.681304	12.0	0	0.0	1.0	1.0	0.274783	0.279961	0.155091	303.0	451.0	0	2011-12-25
360.0	1317.0	0	0.506957	12.0	1	1.0	1.0	1.0	0.321739	0.315535	0.239465	430.0	887.0	0	2011-12-26
361.0	1162.0	0	0.7625	12.0	0	2.0	1.0	2.0	0.325	0.327633	0.18845	103.0	1059.0	1	2011-12-27
362.0	2302.0	0	0.503913	12.0	0	3.0	1.0	1.0	0.29913	0.279974	0.293961	255.0	2047.0	1	2011-12-28
363.0	2423.0	0	0.574167	12.0	0	4.0	1.0	1.0	0.248333	0.263892	0.119412	254.0	2169.0	1	2011-12-29
364.0	2999.0	0	0.636667	12.0	0	5.0	1.0	1.0	0.311667	0.318812	0.134337	491.0	2508.0	1	2011-12-30
365.0	2485.0	0	0.615833	12.0	0	6.0	1.0	1.0	0.41	0.414121	0.220154	665.0	1820.0	0	2011-12-31
366.0	2294.0	1	0.6925	1.0	0	0.0	1.0	1.0	0.37	0.375621	0.192167	686.0	1608.0	0	2012-01-01
367.0	1951.0	1	0.381304	1.0	1	1.0	1.0	1.0	0.273043	0.252304	0.329665	244.0	1707.0	0	2012-01-02
368.0	2236.0	1	0.44125	1.0	0	2.0	1.0	1.0	0.15	0.126275	0.365671	89.0	2147.0	1	2012-01-03
369.0	2368.0	1	0.414583	1.0	0	3.0	1.0	2.0	0.1075	0.119337	0.1847	95.0	2273.0	1	2012-01-04
370.0	3272.0	1	0.524167	1.0	0	4.0	1.0	1.0	0.265833	0.278412	0.129987	140.0	3132.0	1	2012-01-05
371.0	4098.0	1	0.542083	1.0	0	5.0	1.0	1.0	0.334167	0.340267	0.167908	307.0	3791.0	1	2012-01-06
372.0	4521.0	1	0.531667	1.0	0	6.0	1.0	1.0	0.393333	0.390779	0.174758	1070.0	3451.0	0	2012-01-07
373.0	3425.0	1	0.465	1.0	0	0.0	1.0	1.0	0.3375	0.340258	0.191542	599.0	2826.0	0	2012-01-08
374.0	2376.0	1	0.701667	1.0	0	1.0	1.0	2.0	0.224167	0.247479	0.0989	106.0	2270.0	1	2012-01-09
375.0	3598.0	1	0.646522	1.0	0	2.0	1.0	1.0	0.308696	0.318826	0.187552	173.0	3425.0	1	2012-01-10
376.0	2177.0	1	0.8475	1.0	0	3.0	1.0	2.0	0.274167	0.282821	0.131221	92.0	2085.0	1	2012-01-11
377.0	4097.0	1	0.802917	1.0	0	4.0	1.0	2.0	0.3825	0.381938	0.180967	269.0	3828.0	1	2012-01-12
378.0	3214.0	1	0.5075	1.0	0	5.0	1.0	1.0	0.274167	0.249362	0.378108	174.0	3040.0	1	2012-01-13
379.0	2493.0	1	0.4575	1.0	0	6.0	1.0	1.0	0.18	0.183087	0.187183	333.0	2160.0	0	2012-01-14
380.0	2311.0	1	0.419167	1.0	0	0.0	1.0	1.0	0.166667	0.161625	0.251258	284.0	2027.0	0	2012-01-15
381.0	2298.0	1	0.5225	1.0	1	1.0	1.0	1.0	0.19	0.190663	0.231358	217.0	2081.0	0	2012-01-16
382.0	2935.0	1	0.716087	1.0	0	2.0	1.0	2.0	0.373043	0.364278	0.34913	127.0	2808.0	1	2012-01-17
383.0	3376.0	1	0.443333	1.0	0	3.0	1.0	1.0	0.303333	0.275254	0.415429	109.0	3267.0	1	2012-01-18
384.0	3292.0	1	0.4975	1.0	0	4.0	1.0	1.0	0.19	0.190038	0.220158	130.0	3162.0	1	2012-01-19
385.0	3163.0	1	0.45	1.0	0	5.0	1.0	2.0	0.2175	0.220958	0.20275	115.0	3048.0	1	2012-01-20
386.0	1301.0	1	0.83125	1.0	0	6.0	1.0	2.0	0.173333	0.174875	0.222642	67.0	1234.0	0	2012-01-21
387.0	1977.0	1	0.79625	1.0	0	0.0	1.0	2.0	0.1625	0.16225	0.199638	196.0	1781.0	0	2012-01-22
388.0	2432.0	1	0.91125	1.0	0	1.0	1.0	2.0	0.218333	0.243058	0.110708	145.0	2287.0	1	2012-01-23
389.0	4339.0	1	0.835833	1.0	0	2.0	1.0	1.0	0.3425	0.349108	0.123767	439.0	3900.0	1	2012-01-24
390.0	4270.0	1	0.64375	1.0	0	3.0	1.0	1.0	0.294167	0.294821	0.161071	467.0	3803.0	1	2012-01-25
391.0	4075.0	1	0.769583	1.0	0	4.0	1.0	2.0	0.341667	0.35605	0.0733958	244.0	3831.0	1	2012-01-26
392.0	3456.0	1	0.74125	1.0	0	5.0	1.0	2.0	0.425	0.415383	0.342667	269.0	3187.0	1	2012-01-27
393.0	4023.0	1	0.543333	1.0	0	6.0	1.0	1.0	0.315833	0.326379	0.210829	775.0	3248.0	0	2012-01-28
394.0	3243.0	1	0.31125	1.0	0	0.0	1.0	1.0	0.2825	0.272721	0.24005	558.0	2685.0	0	2012-01-29
395.0	3624.0	1	0.400833	1.0	0	1.0	1.0	1.0	0.269167	0.262625	0.215792	126.0	3498.0	1	2012-01-30
396.0	4509.0	1	0.416667	1.0	0	2.0	1.0	1.0	0.39	0.381317	0.261817	324.0	4185.0	1	2012-01-31
397.0	4579.0	1	0.507917	2.0	0	3.0	1.0	1.0	0.469167	0.466538	0.189067	304.0	4275.0	1	2012-02-01
398.0	3761.0	1	0.672917	2.0	0	4.0	1.0	2.0	0.399167	0.398971	0.187187	190.0	3571.0	1	2012-02-02
399.0	4151.0	1	0.526667	2.0	0	5.0	1.0	1.0	0.313333	0.309346	0.178496	310.0	3841.0	1	2012-02-03
400.0	2832.0	1	0.779583	2.0	0	6.0	1.0	2.0	0.264167	0.272725	0.121896	384.0	2448.0	0	2012-02-04
401.0	2947.0	1	0.687917	2.0	0	0.0	1.0	2.0	0.265833	0.264521	0.175996	318.0	2629.0	0	2012-02-05
402.0	3784.0	1	0.622174	2.0	0	1.0	1.0	1.0	0.282609	0.296426	0.1538	206.0	3578.0	1	2012-02-06
403.0	4375.0	1	0.49625	2.0	0	2.0	1.0	1.0	0.354167	0.361104	0.147379	199.0	4176.0	1	2012-02-07
404.0	2802.0	1	0.722917	2.0	0	3.0	1.0	2.0	0.256667	0.266421	0.133721	109.0	2693.0	1	2012-02-08
405.0	3830.0	1	0.562083	2.0	0	4.0	1.0	1.0	0.265	0.261988	0.194037	163.0	3667.0	1	2012-02-09
406.0	3831.0	1	0.54	2.0	0	5.0	1.0	2.0	0.280833	0.293558	0.116929	227.0	3604.0	1	2012-02-10
407.0	2169.0	1	0.73125	2.0	0	6.0	1.0	3.0	0.224167	0.210867	0.289796	192.0	1977.0	0	2012-02-11
408.0	1529.0	1	0.464583	2.0	0	0.0	1.0	1.0	0.1275	0.101658	0.409212	73.0	1456.0	0	2012-02-12
409.0	3422.0	1	0.41125	2.0	0	1.0	1.0	1.0	0.2225	0.227913	0.167283	94.0	3328.0	1	2012-02-13
410.0	3922.0	1	0.50875	2.0	0	2.0	1.0	2.0	0.319167	0.333946	0.141179	135.0	3787.0	1	2012-02-14
411.0	4169.0	1	0.53125	2.0	0	3.0	1.0	1.0	0.348333	0.351629	0.1816	141.0	4028.0	1	2012-02-15
412.0	3005.0	1	0.752917	2.0	0	4.0	1.0	2.0	0.316667	0.330162	0.091425	74.0	2931.0	1	2012-02-16
413.0	4154.0	1	0.634583	2.0	0	5.0	1.0	1.0	0.343333	0.351629	0.205846	349.0	3805.0	1	2012-02-17
414.0	4318.0	1	0.534583	2.0	0	6.0	1.0	1.0	0.346667	0.355425	0.190929	1435.0	2883.0	0	2012-02-18
